"","Code","Intervention package","location_name","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"332",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Mozambique",5.22945100891255e-06,0.000161606433825004,0.000214595712098451,41.0359924459978,"Aspirin for suspected ACS"
"333",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Democratic Republic of the Congo",1.63356352477934e-05,0.000501187498966235,0.00066775972204451,40.8774872795175,"Aspirin for suspected ACS"
"334",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Guinea-Bissau",4.98371998890912e-05,0.00156484488225041,0.00203518362453572,40.8366366702958,"Epilepsy acute and chronic treatment"
"335",5.2,"Alcohol tax","Nepal",8.48590932289371e-06,0.000571150329836611,0.000342442837265377,40.3542890025371,"Alcohol tax"
"336",5.4,"Alcohol regulations","Sri Lanka",2.52932271779328e-05,0.00165880451718714,0.00101563097572228,40.1542661431662,"Alcohol regulations"
"337",4.3,"Referral hospital NCDs package","Bangladesh",0.000854107785683054,0.00573169418637051,0.0341393484029982,39.9707729811829,"Treatment of early-stage breast cancer"
"338",5.4,"Alcohol regulations","Vanuatu",3.04686491456964e-07,2.0461940796751e-05,1.21731074950818e-05,39.9528953084591,"Alcohol regulations"
"339",5.3,"Tobacco regulations","Bhutan",3.00913675108629e-06,0.000194317059816948,0.000119780598938014,39.8056349199728,"Tobacco regulations"
"340",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Madagascar",0.000450273676089767,0.0139001808407013,0.0179018188982062,39.7576404058701,"Epilepsy acute and chronic treatment"
"341",5.2,"Alcohol tax","Mozambique",3.79122689552398e-06,0.00113035281372684,0.000150524674291518,39.703420143287,"Alcohol tax"
"342",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Solomon Islands",2.55409222912655e-05,0.000174423360489123,0.00101079593339519,39.5755455448398,"Epilepsy acute and chronic treatment"
"343",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Myanmar",0.0146545743615389,0.0977573970450797,0.579517607330643,39.5451681525186,"Heart failure chronic treatment"
"344",4.3,"Referral hospital NCDs package","Laos",4.92008640978214e-05,0.000323997072032693,0.00193007789928224,39.2285366257968,"Treatment of early-stage breast cancer"
"345",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Mongolia",0.000310700403044229,0.00212895760698629,0.0121880373676713,39.2276200746875,"Epilepsy acute and chronic treatment"
"346",5.2,"Alcohol tax","Cote d'Ivoire",1.55545982311582e-05,0.00102043284739225,0.000609342422289145,39.1744237449051,"Alcohol tax"
"347",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Mauritania",0.000934471538638174,0.00612547163840428,0.0365477006485247,39.1105551505469,"Heart failure chronic treatment"
"348",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Honduras",1.1223110465942e-05,7.34249227177772e-05,0.000438310136004578,39.0542476913765,"Aspirin for suspected ACS"
"349",5.4,"Alcohol regulations","Angola",2.75736109271593e-05,0.00180672298610217,0.00107660960266287,39.0449261617178,"Alcohol regulations"
"350",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Nepal",0.0108669065106328,0.0712407498176793,0.423576322513065,38.9785558657944,"Heart failure acute treatment"
"351",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Liberia",9.80043804981556e-05,0.00293330289783528,0.00380981289204816,38.8739041324776,"Epilepsy acute and chronic treatment"
"352",4.3,"Referral hospital NCDs package","Egypt",0.000743285960852372,0.00483955072032004,0.0285686828008756,38.4356550581342,"Treatment of early-stage breast cancer"
"353",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","Lesotho",0.00131009130053931,0.00853177024181105,0.0503313227716059,38.4181795199208,"Asthma/COPD acute treatment"
"354",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Comoros",5.33982112360455e-06,3.44490217927054e-05,0.000204717908522091,38.3379712135188,"Pulmonary rehabilitation"
"355",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Cameroon",0.0012400419203325,0.00789866753806472,0.0474804985987456,38.2894302363701,"IDU harm reduction measures"
"356",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Indonesia",0.0143353394415307,0.0956811720749605,0.546708395043131,38.1371084565512,"Epilepsy acute and chronic treatment"
"357",5.2,"Alcohol tax","Zambia",5.77607244887981e-06,0.000368861934555176,0.000219622464551237,38.0228029504425,"Alcohol tax"
"358",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Chad",3.41237778920614e-06,9.72499797919798e-05,0.000129667489120984,37.9991598618248,"Aspirin for suspected ACS"
"359",5.5,"Sodium regulations","North Korea",0.000297724858857252,0.0170553371700031,0.0112861664071974,37.9080418427829,"Sodium regulations"
"360",5.4,"Alcohol regulations","Congo",3.26329431089612e-06,0.000207545380092816,0.000123362263866045,37.802984381194,"Alcohol regulations"
"361",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Tajikistan",5.94191252796328e-05,0.000376280110999283,0.00223467211932598,37.6086337321422,"Pulmonary rehabilitation"
"362",2.13,"Outpatient mental, neurological, and 
substance use disorder package","El Salvador",0.000599187992508385,0.00393032073958138,0.0225170757337622,37.5793173683251,"Epilepsy acute and chronic treatment"
"363",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Liberia",1.15040708215839e-06,3.21156512406925e-05,4.31671151614093e-05,37.5233391995635,"Aspirin for suspected ACS"
"364",4.3,"Referral hospital NCDs package","Eritrea",7.97055196784347e-06,0.000222448169964472,0.000297247677398049,37.2932362272112,"Treatment of early-stage breast cancer"
"365",5.5,"Sodium regulations","Kyrgyzstan",0.000146500651376288,0.00184881716053853,0.00545222652174541,37.2163978147874,"Sodium regulations"
"366",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Kenya",3.84374278675974e-05,0.000238914132926395,0.00142855411735432,37.1657053191789,"Aspirin for suspected ACS"
"367",5.2,"Alcohol tax","Timor-Leste",6.00855799913578e-07,3.73148056634574e-05,2.2240148583893e-05,37.0141198388895,"Alcohol tax"
"368",5.2,"Alcohol tax","Central African Republic",6.18912727470236e-07,0.000172154265647175,2.28772835299353e-05,36.96366630469,"Alcohol tax"
"369",4.3,"Referral hospital NCDs package","Nicaragua",4.42267323550537e-05,0.000273070646765337,0.00163180628139083,36.8963790562377,"Treatment of early-stage breast cancer"
"370",5.4,"Alcohol regulations","South Sudan",2.64035076309428e-06,0.000722281584728932,9.7164229680489e-05,36.7997430639178,"Alcohol regulations"
"371",5.4,"Alcohol regulations","The Gambia",6.30158316443621e-07,0.000171605925903977,2.31683781135968e-05,36.7659642172947,"Alcohol regulations"
"372",5.5,"Sodium regulations","Cambodia",0.000454067777049998,0.00561515252264586,0.0166621639933174,36.6953235518466,"Sodium regulations"
"373",4.3,"Referral hospital NCDs package","Algeria",0.000499271008225701,0.00308044415422724,0.018262939536079,36.5792109599582,"Treatment of early-stage breast cancer"
"374",2.5,"Outpatient cardiometabolic and 
respiratory disease package","North Korea",1.39338179799522e-05,0.000383994287119278,0.000509656044975534,36.5769127821836,"Aspirin for suspected ACS"
"375",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Nigeria",0.00133123117279364,0.00819685892571134,0.0485601626472094,36.4776333664903,"Pulmonary rehabilitation"
"376",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Mauritania",0.000158519989170447,0.000948782043683493,0.00578171433750229,36.4730931900681,"IDU harm reduction measures"
"377",5.2,"Alcohol tax","Senegal",6.21262796522058e-06,0.000378897838883565,0.000226541245820563,36.4646405818571,"Alcohol tax"
"378",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Sri Lanka",0.00220291646915366,0.0138172168083534,0.079996209663158,36.3137734831551,"Epilepsy acute and chronic treatment"
"379",2.5,"Outpatient cardiometabolic and 
respiratory disease package","The Gambia",5.90430642489312e-07,1.60500775327814e-05,2.13941138191681e-05,36.2347620187335,"Aspirin for suspected ACS"
"380",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Pakistan",0.146862647004633,0.893557908961607,5.31086317455354,36.1621098548359,"Heart failure acute treatment"
"381",4.3,"Referral hospital NCDs package","Honduras",5.37972835838983e-05,0.000325977628689807,0.00194105382693282,36.0808891754859,"Treatment of early-stage breast cancer"
"382",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Djibouti",1.83067775657044e-06,1.09921750793107e-05,6.54895409309719e-05,35.7733854010761,"Aspirin for suspected ACS"
"383",5.6,"Trans fat regulations","Ukraine",0.00126079786793565,0.0153447185430262,0.0450413058420159,35.7244463902559,"Trans fat regulations"
"384",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Solomon Islands",6.43739611790558e-06,3.87031994947162e-05,0.000229724989286906,35.6860110950649,"Pulmonary rehabilitation"
"385",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Vietnam",0.000185965803607598,0.00110892831197598,0.00662527898370721,35.6263294389707,"Aspirin for suspected ACS"
"386",4.3,"Referral hospital NCDs package","Mali",3.44808939762178e-05,0.000915448073480828,0.00122579673310102,35.5500276166412,"Treatment of early-stage breast cancer"
"387",1.2,"Outpatient cardiometabolic and 
respiratory disease package","India",0.0395082134375651,0.235903968210892,1.3991920449322,35.4152193478288,"Pulmonary rehabilitation"
"388",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Indonesia",0.000693245463389987,0.00413669751664134,0.0245475250155903,35.4095718067195,"Aspirin for suspected ACS"
"389",4.3,"Referral hospital NCDs package","Togo",1.82799490643896e-05,0.000477638655521408,0.00064620569712513,35.3505195692245,"Treatment of early-stage breast cancer"
"390",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Papua New Guinea",0.000221023912989369,0.00130505445951513,0.00777110091664722,35.1595481753189,"Pulmonary rehabilitation"
"391",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Uganda",0.00143795835086175,0.0390109520514829,0.0505251562581094,35.1367313440131,"Epilepsy acute and chronic treatment"
"392",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Eritrea",9.37769481272583e-07,2.47158771977776e-05,3.28560765774963e-05,35.0364105823849,"Aspirin for suspected ACS"
"393",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Vanuatu",3.87086221797239e-06,2.27742708647474e-05,0.000135227571530221,34.9347416455074,"Pulmonary rehabilitation"
"394",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Benin",8.17334900267511e-05,0.000476031365438345,0.00283092296078122,34.6360220254227,"Pulmonary rehabilitation"
"395",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Tajikistan",0.00844115173052831,0.0487904181783897,0.290085616910219,34.3656441882325,"Heart failure acute treatment"
"396",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Uzbekistan",0.0487371394939578,0.28255606272804,1.67286862388367,34.324308756181,"CVD primary prevention"
"397",5.3,"Tobacco regulations","Timor-Leste",3.47002540843316e-06,0.000193798770839167,0.000119031281861511,34.3027118972185,"Tobacco regulations"
"398",5.4,"Alcohol regulations","Nicaragua",4.08468735017858e-06,0.000232200313689072,0.000140104011255925,34.2998127506136,"Alcohol regulations"
"399",4.3,"Referral hospital NCDs package","Nepal",0.000139250562506292,0.000800546470682829,0.00477215894072108,34.2703027896598,"Treatment of early-stage breast cancer"
"400",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Timor-Leste",0.000277542603698871,0.00160389940183188,0.00950011266385397,34.2293851006796,"Heart failure chronic treatment"
"401",4.3,"Referral hospital NCDs package","Burkina Faso",4.1114390846294e-05,0.00104225275674701,0.00140352176473083,34.1369952428066,"Treatment of early-stage breast cancer"
"402",5.4,"Alcohol regulations","Honduras",7.43624493832857e-06,0.000422318939182631,0.000253198984963792,34.0493067487235,"Alcohol regulations"
"403",4.3,"Referral hospital NCDs package","Philippines",0.00136821475702567,0.00782127739422443,0.0465844686232453,34.0476291342701,"Treatment of early-stage breast cancer"
"404",5.6,"Trans fat regulations","Bhutan",1.98372144158928e-05,0.000226724582622929,0.000673188965044343,33.9356600645003,"Trans fat regulations"
"405",5.2,"Alcohol tax","Egypt",7.07096737366545e-05,0.00402361520168138,0.00239570502484417,33.8808666232367,"Alcohol tax"
"406",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Malawi",0.000360015195355,0.00942053726881815,0.0121879781300249,33.8540658485448,"Epilepsy acute and chronic treatment"
"407",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Lesotho",0.00215225297356432,0.0123209790058168,0.0728023347108858,33.8261048329829,"CVD primary prevention"
"408",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Tajikistan",0.00938793035664616,0.0532080425046366,0.315946479360282,33.6545401763243,"CVD primary prevention"
"409",4.3,"Referral hospital NCDs package","Democratic Republic of the Congo",0.000158793791778645,0.00393148762840141,0.00532356457121662,33.5250170147556,"Treatment of early-stage breast cancer"
"410",5.4,"Alcohol regulations","Guinea-Bissau",5.34858580864601e-07,0.00013414886366644,1.79272947286821e-05,33.517822037561,"Alcohol regulations"
"411",5.3,"Tobacco regulations","Tunisia",4.95455591211596e-05,0.00270188101466928,0.00166025568004411,33.5096769416627,"Tobacco regulations"
"412",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Guinea",0.000395710760582533,0.0101619446484367,0.0132502907333843,33.4847875096403,"Epilepsy acute and chronic treatment"
"413",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Myanmar",0.00121101282808062,0.00682975210861902,0.0405112307492658,33.4523547644609,"Pulmonary rehabilitation"
"414",5.3,"Tobacco regulations","Cameroon",5.92856532185989e-05,0.003204988457036,0.00197590203183967,33.3285023368824,"Tobacco regulations"
"415",5.4,"Alcohol regulations","Togo",2.72701971799853e-06,0.000674379700721994,9.01703863802755e-05,33.0655424987008,"Alcohol regulations"
"416",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Yemen",0.000939172717386475,0.0240668786811778,0.0309748439216787,32.9809877866505,"Epilepsy acute and chronic treatment"
"417",5.3,"Tobacco regulations","Zimbabwe",2.31042452201869e-05,0.00123762850164238,0.000761459565919816,32.9575607713211,"Tobacco regulations"
"418",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Yemen",2.32809886604982e-05,0.00057212258005231,0.000763030122334013,32.7748161154633,"Aspirin for suspected ACS"
"419",4.3,"Referral hospital NCDs package","Uzbekistan",0.00025293070431683,0.00139524504993176,0.00828508167887321,32.7563302417211,"Treatment of early-stage breast cancer"
"420",3.6,"First-level hospital surgical package","Haiti",0.00135046791205935,0.00721376309176938,0.0441062783244205,32.6599972724729,"Management of bowel obstruction"
"421",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Tanzania",0.000215189585887827,0.00118316916145194,0.00701735953235009,32.6101261053036,"Pulmonary rehabilitation"
"422",5.4,"Alcohol regulations","Rwanda",3.63304352725754e-06,0.000879752238317499,0.000118334874337837,32.57182950053,"Alcohol regulations"
"423",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Senegal",0.00318662214210923,0.017202827711366,0.102051783406944,32.0250656826842,"Heart failure chronic treatment"
"424",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Togo",3.10353199164831e-06,7.41055180251146e-05,9.87775498196094e-05,31.827463059966,"Aspirin for suspected ACS"
"425",5.4,"Alcohol regulations","Burkina Faso",6.05885497765211e-06,0.00143445967198912,0.000192551727021054,31.7802171749077,"Alcohol regulations"
"426",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Angola",0.0245186173963262,0.129855891752059,0.771244342786969,31.4554581247526,"Heart failure acute treatment"
"427",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Guinea-Bissau",5.54518247068071e-07,1.31020567144176e-05,1.74266848563817e-05,31.4267112913282,"Aspirin for suspected ACS"
"428",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Cambodia",0.00020046330469093,0.00105678399945623,0.00628428955829355,31.3488274972945,"Pulmonary rehabilitation"
"429",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Cameroon",0.017063117813004,0.0899735506671343,0.534708968009011,31.337119855171,"Heart failure acute treatment"
"430",5.4,"Alcohol regulations","Bolivia",1.25890223379746e-05,0.000661183557362303,0.000393956071747431,31.2936192478638,"Alcohol regulations"
"431",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Sierra Leone",1.90441197991607e-05,0.000445060383327504,0.000594848950313872,31.2353081469319,"Pulmonary rehabilitation"
"432",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Sri Lanka",5.93094605893292e-05,0.00031389363284812,0.00184572064425769,31.1201724972318,"Aspirin for suspected ACS"
"433",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Central African Republic",0.000340634386561853,0.00799014150462199,0.0105903714617477,31.0901420395052,"Heart failure chronic treatment"
"434",5.2,"Alcohol tax","Kenya",2.39894033164973e-05,0.00123012412919339,0.000739925483212445,30.8438469040039,"Alcohol tax"
"435",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Bolivia",0.000472834197281662,0.00244172332647604,0.0145471623158672,30.765884530982,"IDU harm reduction measures"
"436",5.2,"Alcohol tax","Solomon Islands",4.05261325408056e-07,2.09240555356004e-05,1.24400478875189e-05,30.6963608604721,"Alcohol tax"
"437",5.3,"Tobacco regulations","Philippines",0.000519501871494215,0.0257119625885564,0.0158336579665071,30.4785388375323,"Tobacco regulations"
"438",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Bolivia",2.06326321899474e-05,0.000105452438744314,0.000625973701017848,30.3390132318083,"Aspirin for suspected ACS"
"439",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","Nepal",0.0210963069909816,0.107211955187052,0.634990301273998,30.0995952298878,"Asthma/COPD acute treatment"
"440",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Rwanda",0.000291615409618919,0.00681801592823394,0.00877669353488509,30.0968098577315,"Epilepsy acute and chronic treatment"
"441",5.3,"Tobacco regulations","Nicaragua",1.68495053293508e-05,0.000818831641017957,0.000505665041965139,30.010675808049,"Tobacco regulations"
"442",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Ukraine",0.124185687975282,0.632734169606934,3.7108625181941,29.8815634772077,"CVD primary prevention"
"443",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Belize",0.000146448794240818,0.000734826790232875,0.00437488333861172,29.8731263803902,"Heart failure chronic treatment"
"444",5.4,"Alcohol regulations","Cape Verde",6.28769808797217e-07,3.12000263243515e-05,1.87666213409382e-05,29.8465687734548,"Alcohol regulations"
"445",5.2,"Alcohol tax","Nigeria",0.000106365562630459,0.00528677533136896,0.00316325149984267,29.73943277894,"Alcohol tax"
"446",5.2,"Alcohol tax","Tunisia",8.57901461646067e-06,0.000425514033380246,0.000253784135951269,29.5819680111431,"Alcohol tax"
"447",5.2,"Alcohol tax","Chad",2.86080144668341e-06,0.000629246502237381,8.42567436946264e-05,29.4521466326532,"Alcohol tax"
"448",2.7,"Outpatient cardiometabolic and 
respiratory disease package","El Salvador",0.00143958070074657,0.00715010833106103,0.0423413042270832,29.4122477504213,"Heart failure chronic treatment"
"449",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Kyrgyzstan",0.00661114894134562,0.0327893780919402,0.194332157460682,29.3946119176568,"Heart failure acute treatment"
"450",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Burkina Faso",5.82284607441997e-06,0.000127968579047834,0.000170375085023422,29.2597610937868,"Aspirin for suspected ACS"
"451",4.3,"Referral hospital NCDs package","Zambia",4.44256701501949e-05,0.00021849056903937,0.00129821510731487,29.2221839969066,"Treatment of early-stage breast cancer"
"452",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Kenya",0.0116198160586977,0.0565955693487058,0.337880029224885,29.0779154780144,"Heart failure chronic treatment"
"453",5.2,"Alcohol tax","Zimbabwe",4.00071728646162e-06,0.000194676668147005,0.000116037110279274,29.0040765119652,"Alcohol tax"
"454",5.3,"Tobacco regulations","Egypt",0.000408355791131611,0.0192527740320414,0.0118385249928269,28.9907116537289,"Tobacco regulations"
"455",4.3,"Referral hospital NCDs package","Timor-Leste",4.72306592434237e-06,2.28676508973239e-05,0.000136644026979297,28.9312131501368,"Treatment of early-stage breast cancer"
"456",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Zambia",8.23776448188844e-05,0.000401458443625634,0.00237829772429099,28.8706690937805,"Pulmonary rehabilitation"
"457",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Bangladesh",0.128204028837782,0.61800726717284,3.68621425564326,28.7527177504497,"Heart failure acute treatment"
"458",5.6,"Trans fat regulations","Kyrgyzstan",7.34136349571728e-05,0.000713440040711037,0.00210923469814045,28.7308304427497,"Trans fat regulations"
"459",5.5,"Sodium regulations","Bhutan",3.9587051380169e-05,0.000382991242238773,0.00113614468748391,28.6999068602784,"Sodium regulations"
"460",5.6,"Trans fat regulations","Uzbekistan",0.000510616022973594,0.0049388640404287,0.0146305615399183,28.652766230712,"Trans fat regulations"
"461",2.13,"Outpatient mental, neurological, and 
substance use disorder package","North Korea",0.000233530285039105,0.00518661232693073,0.00666913866049543,28.5579176995338,"Epilepsy acute and chronic treatment"
"462",4.3,"Referral hospital NCDs package","Uganda",0.000102090999031071,0.00213530845638092,0.00290364480630235,28.4417317281679,"Treatment of early-stage breast cancer"
"463",5.5,"Sodium regulations","Laos",0.000326356583227235,0.00311787550841214,0.00925360669242291,28.3542823034761,"Sodium regulations"
"464",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Nicaragua",0.000154423050490364,0.000730593792733402,0.00436107800311436,28.2411077184781,"IDU harm reduction measures"
"465",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Syria",2.49165164008647e-05,0.000520790692710739,0.000698386735961938,28.0290681380203,"Aspirin for suspected ACS"
"466",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Pakistan",0.236470133939449,1.11550837528067,6.62628028431519,28.0216371256927,"CVD primary prevention"
"467",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Myanmar",0.0695179684335833,0.328631087175169,1.94717106641242,28.0096083111624,"CVD primary prevention"
"468",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Zimbabwe",8.22903144055996e-05,0.00038772087363032,0.00229646298785078,27.9068442554706,"Pulmonary rehabilitation"
"469",2.4,"Outpatient cardiometabolic and 
respiratory disease package","Kyrgyzstan",0.00762821867362957,0.0360374056985966,0.212593531976351,27.8693547041694,"CVD primary prevention"
"470",5.5,"Sodium regulations","Philippines",0.00683427215367208,0.0640477400413719,0.19042562990673,27.8633372544892,"Sodium regulations"
"471",5.6,"Trans fat regulations","Philippines",0.0034247581420407,0.0320731263642403,0.0951364063781418,27.7790145850864,"Trans fat regulations"
"472",4.3,"Referral hospital NCDs package","Pakistan",0.00209711125230749,0.00976313390758364,0.0582457456612191,27.7742754930766,"Treatment of early-stage breast cancer"
"473",5.2,"Alcohol tax","Bhutan",5.21047617156958e-07,2.36530586470794e-05,1.43178311908426e-05,27.4789303691021,"Alcohol tax"
"474",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Iran",0.00883616588626905,0.0429811339254547,0.242719279458136,27.4688459431606,"Epilepsy acute and chronic treatment"
"475",5.3,"Tobacco regulations","Morocco",0.000150799906453337,0.00674072932070891,0.00413932255853516,27.4491056121179,"Tobacco regulations"
"476",2.1,"Outpatient mental, neurological, and 
substance use disorder package","Lesotho",0.0001677778879443,0.000783331339776904,0.0046031209757442,27.4358023702883,"Depression chronic treatment"
"477",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Eritrea",8.15372789540274e-05,0.00173797395227066,0.00223600521384336,27.4231031808662,"Epilepsy acute and chronic treatment"
"478",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Tanzania",0.0112332005886046,0.0518437267079813,0.307448543948119,27.369630010881,"Heart failure chronic treatment"
"479",4.3,"Referral hospital NCDs package","Congo",2.78933587685017e-05,0.000126880847842871,0.000758007510071859,27.1751966610716,"Treatment of early-stage breast cancer"
"480",5.3,"Tobacco regulations","Sudan",4.21354411555169e-05,0.00826352759444038,0.00114317817658921,27.1310361358238,"Tobacco regulations"
"481",5.2,"Alcohol tax","Liberia",6.86569847548486e-07,0.000137088899934886,1.85457452721666e-05,27.0121755832816,"Alcohol tax"
"482",5.3,"Tobacco regulations","Sri Lanka",0.000104336663301715,0.00456363093609095,0.00280696204112159,26.90293088063,"Tobacco regulations"
"483",4.3,"Referral hospital NCDs package","Malawi",2.73298041282675e-05,0.000546620984382308,0.000734482783796277,26.8747913577834,"Treatment of early-stage breast cancer"
"484",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Ukraine",0.00234235815610179,0.0110336401614287,0.0628866209660246,26.8475684652266,"Epilepsy acute and chronic treatment"
"485",5.3,"Tobacco regulations","Indonesia",0.00144056274042396,0.0628817540712914,0.0386591046676626,26.8361131263782,"Tobacco regulations"
"486",5.3,"Tobacco regulations","Mauritania",1.14163562641034e-05,0.000490702259752326,0.000303681115290833,26.6005289486017,"Tobacco regulations"
"487",5.5,"Sodium regulations","Indonesia",0.0189513918938257,0.170080628309783,0.503831500578349,26.585461553486,"Sodium regulations"
"488",5.4,"Alcohol regulations","Guinea",4.89444845331806e-06,0.000969691803835883,0.000129754478322972,26.5105413940989,"Alcohol regulations"
"489",5.2,"Alcohol tax","Eritrea",5.85773863123173e-07,0.000116298046487231,1.54461978196982e-05,26.368875076371,"Alcohol tax"
"490",5.4,"Alcohol regulations","Uganda",1.34272945086345e-05,0.00261593791242108,0.000353750231689698,26.3456075579646,"Alcohol regulations"
"491",5.2,"Alcohol tax","Niger",3.62278181367972e-06,0.00071080369626408,9.51375174294049e-05,26.2609017937992,"Alcohol tax"
"492",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Senegal",0.000110418324695372,0.000487986843440271,0.00289885223338333,26.2533618525806,"Pulmonary rehabilitation"
"493",4.3,"Referral hospital NCDs package","Liberia",9.51070138596561e-06,0.000186018612422189,0.000249406113833389,26.223735107636,"Treatment of early-stage breast cancer"
"494",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Central African Republic",1.05841733462837e-05,0.000208179387765758,0.000276010872750391,26.0776976831454,"Pulmonary rehabilitation"
"495",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Uzbekistan",0.0471694219945961,0.206125569456513,1.22236119854594,25.9142712981724,"Heart failure acute treatment"
"496",5.4,"Alcohol regulations","Mali",6.22119828818745e-06,0.00120419787110598,0.000160915268570905,25.8656389198274,"Alcohol regulations"
"497",2.1,"Outpatient mental, neurological, and 
substance use disorder package","Benin",0.000659409065430949,0.00288066869888579,0.0170544321237955,25.8632054332614,"Depression chronic treatment"
"498",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","Bhutan",0.000695416999556471,0.0030202719528373,0.0179318810002895,25.7857961650726,"Heart failure acute treatment"
"499",5.3,"Tobacco regulations","Mongolia",1.68038213298302e-05,0.000702990007555427,0.00043292498653719,25.7634842717984,"Tobacco regulations"
"500",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Syria",0.000773021698900884,0.0151362666709079,0.0197726088813628,25.5783361702219,"Epilepsy acute and chronic treatment"
"501",2.1,"Outpatient mental, neurological, and 
substance use disorder package","Nigeria",0.00949536887119275,0.0409579016287699,0.242392290116856,25.5274221997032,"Depression chronic treatment"
"502",4.3,"Referral hospital NCDs package","Rwanda",3.1256176002677e-05,0.000594739851267519,0.000796387011069153,25.4793488173647,"Treatment of early-stage breast cancer"
"503",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Sierra Leone",0.000957366184360547,0.0182099567268347,0.0243808540188973,25.4665920075107,"Heart failure chronic treatment"
"504",5.3,"Tobacco regulations","Vanuatu",1.25685876375535e-06,5.16608067980004e-05,3.18226802726066e-05,25.3192173936267,"Tobacco regulations"
