IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.3,,,,,,2.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.6,,,,,,2.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.8,,,,,,2.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,20,,,,,,20,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,20,,,,,,20,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.2,,,,,,20.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.3,,,,,,20.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.7,,,,,,20.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,20.8,,,,,,20.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.8,,,,,,20.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.9,,,,,,20.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.9,,,,,,20.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21,,,,,,21,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,21,,,,,,21,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,21.1,,,,,,21.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.1,,,,,,21.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.1,,,,,,21.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,21.4,,,,,,21.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,21.5,,,,,,21.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,21.5,,,,,,21.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.6,,,,,,21.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.6,,,,,,21.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.7,,,,,,21.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.9,,,,,,21.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.9,,,,,,21.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Male,MLE,,,,,,,,,,22,,,,,,22,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,22,,,,,,22,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,22.4,,,,,,22.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,22.6,,,,,,22.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,22.6,,,,,,22.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,22.7,,,,,,22.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,22.9,,,,,,22.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,Sex,Male,MLE,,,,,,,,,,22.9,,,,,,22.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23,,,,,,23,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.2,,,,,,23.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.2,,,,,,23.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.4,,,,,,23.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,23.7,,,,,,23.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.8,,,,,,23.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.8,,,,,,23.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.9,,,,,,23.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,23.9,,,,,,23.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,23.9,,,,,,23.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,24,,,,,,24,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,24.1,,,,,,24.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,24.9,,,,,,24.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25,,,,,,25,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25.2,,,,,,25.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25.2,,,,,,25.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25.4,,,,,,25.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,Sex,Male,MLE,,,,,,,,,,25.5,,,,,,25.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25.6,,,,,,25.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,25.7,,,,,,25.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,Sex,Male,MLE,,,,,,,,,,25.7,,,,,,25.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,25.9,,,,,,25.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,25.9,,,,,,25.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,26,,,,,,26,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,26,,,,,,26,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,26.1,,,,,,26.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2016,true,Sex,Male,MLE,,,,,,,,,,26.1,,,,,,26.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,26.7,,,,,,26.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,27,,,,,,27,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,27.1,,,,,,27.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,27.1,,,,,,27.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,27.2,,,,,,27.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,27.3,,,,,,27.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,27.3,,,,,,27.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,27.3,,,,,,27.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,27.7,,,,,,27.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,27.7,,,,,,27.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Male,MLE,,,,,,,,,,28.2,,,,,,28.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,28.4,,,,,,28.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,28.7,,,,,,28.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,28.7,,,,,,28.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,28.8,,,,,,28.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,28.8,,,,,,28.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Male,MLE,,,,,,,,,,28.8,,,,,,28.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,29.1,,,,,,29.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Male,MLE,,,,,,,,,,29.2,,,,,,29.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,29.4,,,,,,29.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,29.4,,,,,,29.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,29.6,,,,,,29.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,29.6,,,,,,29.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,29.6,,,,,,29.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,29.7,,,,,,29.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,29.8,,,,,,29.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,3,,,,,,3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3,,,,,,3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3,,,,,,3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,3.1,,,,,,3.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,3.2,,,,,,3.2,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3.3,,,,,,3.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,3.4,,,,,,3.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Male,MLE,,,,,,,,,,3.4,,,,,,3.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Male,MLE,,,,,,,,,,3.5,,,,,,3.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,3.5,,,,,,3.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3.5,,,,,,3.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3.8,,,,,,3.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,3.9,,,,,,3.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Male,MLE,,,,,,,,,,3.9,,,,,,3.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30,,,,,,30,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30.1,,,,,,30.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,30.3,,,,,,30.3,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30.4,,,,,,30.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,30.4,,,,,,30.4,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,30.5,,,,,,30.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30.5,,,,,,30.5,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30.6,,,,,,30.6,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Male,MLE,,,,,,,,,,30.7,,,,,,30.7,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,30.8,,,,,,30.8,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,30.9,,,,,,30.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,30.9,,,,,,30.9,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,31,,,,,,31,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Male,MLE,,,,,,,,,,31.1,,,,,,31.1,,,EN,2018-08-30T07:00:00.000Z
SA_0000001413,"Alcohol, consumers past 12 months (%)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,31.2,,,,,,31.2,,,EN,2018-08-30T07:00:00.000Z
