WB_region15,GBD_region,Country,iso3,LocID,X1.1,X1.2,X3.3,X3.1,X3.5,X3.4,X3.2,X3.6,X3.7,X3.8,X3.9,X2.8,X2.4,X2.14,X2.5,X2.2,X2.3,X2.1,X2.6,X2.7,X2.11,X2.10,X2.13,X2.12,X2.9,X4.2,X4.1,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X5.5,X5.6,X5.7
LMIC,Central Latin America,Honduras,HND,340,0.01,0.582618119,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.582618119,0.582618119,0.582618119,0.582618119,0.582618119,0.582618119,0.582618119,0.582618119,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,1,0.833333333,0,0,0,0
HIC,Central Europe,Hungary,HUN,348,0.103,0.522399344,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.522399344,0.522399344,0.522399344,0.522399344,0.522399344,0.522399344,0.522399344,0.522399344,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.333333333,0.5,0.75,1,0
HIC,Western Europe,Iceland,ISL,352,0.103,0.712860939,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.712860939,0.712860939,0.712860939,0.712860939,0.712860939,0.712860939,0.712860939,0.712860939,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.166666667,0.5,0.5,1,0
LMIC,South Asia,India,IND,356,0.01,0.29922908,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.29922908,0.29922908,0.29922908,0.29922908,0.29922908,0.29922908,0.29922908,0.29922908,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.5,0,1,0.75,0
LMIC,Southeast Asia,Indonesia,IDN,360,0.01,0.187204433,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.187204433,0.187204433,0.187204433,0.187204433,0.187204433,0.187204433,0.187204433,0.187204433,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0,0.5,0.5,0,0.25,0
UMIC,North Africa and Middle East,Iran,IRN,364,0.043,0.475925484,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.475925484,0.475925484,0.475925484,0.475925484,0.475925484,0.475925484,0.475925484,0.475925484,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,1,0.833333333,1,1,0.75,0
UMIC,North Africa and Middle East,Iraq,IRQ,368,0.043,0.436174639,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.436174639,0.436174639,0.436174639,0.436174639,0.436174639,0.436174639,0.436174639,0.436174639,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.5,0.5,0.5,0,0
HIC,Western Europe,Ireland,IRL,372,0.103,0.407497989,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.407497989,0.407497989,0.407497989,0.407497989,0.407497989,0.407497989,0.407497989,0.407497989,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.833333333,0,1,0,0
HIC,Western Europe,Israel,ISR,376,0.103,0.526688774,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.526688774,0.526688774,0.526688774,0.526688774,0.526688774,0.526688774,0.526688774,0.526688774,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,1,0.166666667,0.5,1,0.5,0
HIC,Western Europe,Italy,ITA,380,0.103,0.538983318,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.538983318,0.538983318,0.538983318,0.538983318,0.538983318,0.538983318,0.538983318,0.538983318,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.666666667,0.5,1,0.5,0
UMIC,Caribbean,Jamaica,JAM,388,0.043,0.514024244,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.514024244,0.514024244,0.514024244,0.514024244,0.514024244,0.514024244,0.514024244,0.514024244,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.333333333,0,0.75,0.25,0
HIC,High‐income Asia Pacific,Japan,JPN,392,0.103,0.476758689,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.476758689,0.476758689,0.476758689,0.476758689,0.476758689,0.476758689,0.476758689,0.476758689,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0,0,0,0,0
UMIC,North Africa and Middle East,Jordan,JOR,400,0.043,0.583486959,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.583486959,0.583486959,0.583486959,0.583486959,0.583486959,0.583486959,0.583486959,0.583486959,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,1,0.5,0.666666667,1,0.5,0.5,0
UMIC,Central Asia,Kazakhstan,KAZ,398,0.043,0.7054582,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.7054582,0.7054582,0.7054582,0.7054582,0.7054582,0.7054582,0.7054582,0.7054582,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.5,1,1,0.75,0
LMIC,Eastern Sub‐Saharan Africa,Kenya,KEN,404,0.01,0.157548002,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.157548002,0.157548002,0.157548002,0.157548002,0.157548002,0.157548002,0.157548002,0.157548002,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0.5,0.666666667,0.5,0,0.25,0
LMIC,Oceania,Kiribati,KIR,296,0.01,0.151855995,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.151855995,0.151855995,0.151855995,0.151855995,0.151855995,0.151855995,0.151855995,0.151855995,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.833333333,0,0,0,0
HIC,North Africa and Middle East,Kuwait,KWT,414,0.103,0.560393554,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.560393554,0.560393554,0.560393554,0.560393554,0.560393554,0.560393554,0.560393554,0.560393554,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0.5,0,1,0.75,0
LMIC,Central Asia,Kyrgyzstan,KGZ,417,0.01,0.414999345,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.414999345,0.414999345,0.414999345,0.414999345,0.414999345,0.414999345,0.414999345,0.414999345,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.333333333,0,0,0.75,0
LMIC,Southeast Asia,Laos,LAO,418,0.01,0.318952116,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.318952116,0.318952116,0.318952116,0.318952116,0.318952116,0.318952116,0.318952116,0.318952116,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.5,1,0,0.25,0
HIC,Eastern Europe,Latvia,LVA,428,0.103,0.507429568,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.507429568,0.507429568,0.507429568,0.507429568,0.507429568,0.507429568,0.507429568,0.507429568,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.5,1,0.5,1,0
UMIC,North Africa and Middle East,Lebanon,LBN,422,0.043,0.485811563,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.485811563,0.485811563,0.485811563,0.485811563,0.485811563,0.485811563,0.485811563,0.485811563,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.5,0,0,0.25,0
LMIC,Southern Sub‐Saharan Africa,Lesotho,LSO,426,0.01,0.435630177,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.435630177,0.435630177,0.435630177,0.435630177,0.435630177,0.435630177,0.435630177,0.435630177,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0,0,0,0,0
LIC,Western Sub‐Saharan Africa,Liberia,LBR,430,0.01,0.263496406,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.263496406,0.263496406,0.263496406,0.263496406,0.263496406,0.263496406,0.263496406,0.263496406,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0,0,0,0,0
UMIC,North Africa and Middle East,Libya,LBY,434,0.043,0.351781186,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.351781186,0.351781186,0.351781186,0.351781186,0.351781186,0.351781186,0.351781186,0.351781186,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,1,0.666666667,1,0,0,0
HIC,Eastern Europe,Lithuania,LTU,440,0.103,0.446688382,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.446688382,0.446688382,0.446688382,0.446688382,0.446688382,0.446688382,0.446688382,0.446688382,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.333333333,1,1,1,0
HIC,Western Europe,Luxembourg,LUX,442,0.103,0.510841603,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.510841603,0.510841603,0.510841603,0.510841603,0.510841603,0.510841603,0.510841603,0.510841603,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.333333333,0,0,0,0
LMIC,Central Europe,Macedonia,MKD,807,0.01,0.522474034,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.522474034,0.522474034,0.522474034,0.522474034,0.522474034,0.522474034,0.522474034,0.522474034,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0.5,0.5,0.5,0,0.25,0
LIC,Eastern Sub‐Saharan Africa,Madagascar,MDG,450,0.01,0.158921223,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.158921223,0.158921223,0.158921223,0.158921223,0.158921223,0.158921223,0.158921223,0.158921223,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,1,0.5,0.666666667,0.5,0,0,0
LIC,Eastern Sub‐Saharan Africa,Malawi,MWI,454,0.01,0.240079427,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.240079427,0.240079427,0.240079427,0.240079427,0.240079427,0.240079427,0.240079427,0.240079427,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0,0,0,0,0
UMIC,Southeast Asia,Malaysia,MYS,458,0.043,0.428907029,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.428907029,0.428907029,0.428907029,0.428907029,0.428907029,0.428907029,0.428907029,0.428907029,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.5,0.5,1,0,0
UMIC,Southeast Asia,Maldives,MDV,462,0.043,0.305699464,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.305699464,0.305699464,0.305699464,0.305699464,0.305699464,0.305699464,0.305699464,0.305699464,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,1,0.5,1,0,0.25,0
LIC,Western Sub‐Saharan Africa,Mali,MLI,466,0.01,0.355818319,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.355818319,0.355818319,0.355818319,0.355818319,0.355818319,0.355818319,0.355818319,0.355818319,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0.166666667,0,0,0,0
HIC,Western Europe,Malta,MLT,470,0.103,0.664345519,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.664345519,0.664345519,0.664345519,0.664345519,0.664345519,0.664345519,0.664345519,0.664345519,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.5,0,0.75,0.25,0
UMIC,Oceania,Marshall Islands,MHL,584,0.043,0.302776379,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.302776379,0.302776379,0.302776379,0.302776379,0.302776379,0.302776379,0.302776379,0.302776379,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,1,0.333333333,0,0,0,0
LMIC,Western Sub‐Saharan Africa,Mauritania,MRT,478,0.01,0.261767141,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.261767141,0.261767141,0.261767141,0.261767141,0.261767141,0.261767141,0.261767141,0.261767141,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,1,0,1,0,0,0
UMIC,Southeast Asia,Mauritius,MUS,480,0.043,0.602129382,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.602129382,0.602129382,0.602129382,0.602129382,0.602129382,0.602129382,0.602129382,0.602129382,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.833333333,1,0,0.25,0
UMIC,Central Latin America,Mexico,MEX,484,0.043,0.499165081,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.499165081,0.499165081,0.499165081,0.499165081,0.499165081,0.499165081,0.499165081,0.499165081,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.166666667,0,0.5,0.5,0
HIC,Eastern Europe,Moldova,MDA,498,0.103,0.369486767,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.369486767,0.369486767,0.369486767,0.369486767,0.369486767,0.369486767,0.369486767,0.369486767,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,1,0.833333333,0,1,0.25,0
LMIC,Central Asia,Mongolia,MNG,496,0.01,0.549003877,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.549003877,0.549003877,0.549003877,0.549003877,0.549003877,0.549003877,0.549003877,0.549003877,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.666666667,0,1,0.25,0
UMIC,Central Europe,Montenegro,MNE,499,0.043,0.522317255,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.522317255,0.522317255,0.522317255,0.522317255,0.522317255,0.522317255,0.522317255,0.522317255,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0,0.333333333,1,0.75,0,0
LMIC,North Africa and Middle East,Morocco,MAR,504,0.01,0.288286663,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.288286663,0.288286663,0.288286663,0.288286663,0.288286663,0.288286663,0.288286663,0.288286663,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0,0.666666667,0,0.5,0.25,0
LIC,Eastern Sub‐Saharan Africa,Mozambique,MOZ,508,0.01,0.155225515,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.155225515,0.155225515,0.155225515,0.155225515,0.155225515,0.155225515,0.155225515,0.155225515,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0.166666667,0,0,0,0
LMIC,Southeast Asia,Myanmar,MMR,104,0.01,0.344224859,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.344224859,0.344224859,0.344224859,0.344224859,0.344224859,0.344224859,0.344224859,0.344224859,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.333333333,1,0,0.25,0
UMIC,Southern Sub‐Saharan Africa,Namibia,NAM,516,0.043,0.439571424,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.439571424,0.439571424,0.439571424,0.439571424,0.439571424,0.439571424,0.439571424,0.439571424,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.5,0,0,0.25,0
LIC,South Asia,Nepal,NPL,524,0.01,0.187453003,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.187453003,0.187453003,0.187453003,0.187453003,0.187453003,0.187453003,0.187453003,0.187453003,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,1,0,0,0.25,0
HIC,Western Europe,Netherlands,NLD,528,0.103,0.42358309,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.42358309,0.42358309,0.42358309,0.42358309,0.42358309,0.42358309,0.42358309,0.42358309,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.5,0,1,0,0
HIC,Australasia,New Zealand,NZL,554,0.103,0.49499082,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.49499082,0.49499082,0.49499082,0.49499082,0.49499082,0.49499082,0.49499082,0.49499082,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.833333333,0,0,0,0
LMIC,Central Latin America,Nicaragua,NIC,558,0.01,0.606219926,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.606219926,0.606219926,0.606219926,0.606219926,0.606219926,0.606219926,0.606219926,0.606219926,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.166666667,0,0,0,0
LIC,Western Sub‐Saharan Africa,Niger,NER,562,0.01,0.133639792,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.133639792,0.133639792,0.133639792,0.133639792,0.133639792,0.133639792,0.133639792,0.133639792,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0.5,0.5,0.5,0,0,0
LMIC,Western Sub‐Saharan Africa,Nigeria,NGA,566,0.01,0.285536156,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.285536156,0.285536156,0.285536156,0.285536156,0.285536156,0.285536156,0.285536156,0.285536156,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.333333333,0,0,0.25,0
LIC,East Asia,North Korea,PRK,408,0.01,0.429966046,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.429966046,0.429966046,0.429966046,0.429966046,0.429966046,0.429966046,0.429966046,0.429966046,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0.5,0,0,0,0
HIC,Oceania,Northern Mariana Islands,MNP,580,0.103,0.491180417,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0,0,0,0,0
HIC,Western Europe,Norway,NOR,578,0.103,0.466909927,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.466909927,0.466909927,0.466909927,0.466909927,0.466909927,0.466909927,0.466909927,0.466909927,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.833333333,1,0.75,0,0
HIC,North Africa and Middle East,Oman,OMN,512,0.103,0.347519678,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.347519678,0.347519678,0.347519678,0.347519678,0.347519678,0.347519678,0.347519678,0.347519678,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0.5,0.166666667,1,1,0.5,0
LMIC,South Asia,Pakistan,PAK,586,0.01,0.347224237,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.347224237,0.347224237,0.347224237,0.347224237,0.347224237,0.347224237,0.347224237,0.347224237,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0.5,0.833333333,1,0,0.5,0
LMIC,North Africa and Middle East,Palestine,PSE,NA,0.01,0.487865484,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.487865484,0.487865484,0.487865484,0.487865484,0.487865484,0.487865484,0.487865484,0.487865484,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0,0,0,0,0
UMIC,Central Latin America,Panama,PAN,591,0.043,0.547351059,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.547351059,0.547351059,0.547351059,0.547351059,0.547351059,0.547351059,0.547351059,0.547351059,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.833333333,0,0,0,0
LMIC,Oceania,Papua New Guinea,PNG,598,0.01,0.191928748,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.191928748,0.191928748,0.191928748,0.191928748,0.191928748,0.191928748,0.191928748,0.191928748,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.5,0,0,0.25,0
UMIC,Tropical Latin America,Paraguay,PRY,600,0.043,0.374962145,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.374962145,0.374962145,0.374962145,0.374962145,0.374962145,0.374962145,0.374962145,0.374962145,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.166666667,0.5,0.5,0.5,0
UMIC,Andean Latin America,Peru,PER,604,0.043,0.400244135,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.400244135,0.400244135,0.400244135,0.400244135,0.400244135,0.400244135,0.400244135,0.400244135,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.5,0,0.25,0.75,0
LMIC,Southeast Asia,Philippines,PHL,608,0.01,0.354636328,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.354636328,0.354636328,0.354636328,0.354636328,0.354636328,0.354636328,0.354636328,0.354636328,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0.5,0.666666667,0,0,0.5,0
HIC,Central Europe,Poland,POL,616,0.103,0.613365293,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.613365293,0.613365293,0.613365293,0.613365293,0.613365293,0.613365293,0.613365293,0.613365293,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.5,1,1,0,0
HIC,Western Europe,Portugal,PRT,620,0.103,0.63443732,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.63443732,0.63443732,0.63443732,0.63443732,0.63443732,0.63443732,0.63443732,0.63443732,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.666666667,0.5,0.75,0.25,0
HIC,Caribbean,Puerto Rico,PRI,630,0.103,0.497257936,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.497257936,0.497257936,0.497257936,0.497257936,0.497257936,0.497257936,0.497257936,0.497257936,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0,0,0,0,0
HIC,North Africa and Middle East,Qatar,QAT,634,0.103,0.506318532,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.506318532,0.506318532,0.506318532,0.506318532,0.506318532,0.506318532,0.506318532,0.506318532,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0.333333333,0,0.75,0.25,0
UMIC,Central Europe,Romania,ROU,642,0.043,0.58977118,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.58977118,0.58977118,0.58977118,0.58977118,0.58977118,0.58977118,0.58977118,0.58977118,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.666666667,1,0,0,0
UMIC,Eastern Europe,Russian Federation,RUS,643,0.043,0.499860963,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.499860963,0.499860963,0.499860963,0.499860963,0.499860963,0.499860963,0.499860963,0.499860963,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.833333333,0.5,0.75,0.75,0
LIC,Eastern Sub‐Saharan Africa,Rwanda,RWA,646,0.01,0.105699182,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.105699182,0.105699182,0.105699182,0.105699182,0.105699182,0.105699182,0.105699182,0.105699182,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0.5,0.5,0,0,0,0,0
UMIC,Caribbean,Saint Lucia,LCA,662,0.043,0.523271147,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.523271147,0.523271147,0.523271147,0.523271147,0.523271147,0.523271147,0.523271147,0.523271147,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0,0,0,0.25,0
UMIC,Caribbean,Saint Vincent and the Grenadines,VCT,670,0.043,0.453716617,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.453716617,0.453716617,0.453716617,0.453716617,0.453716617,0.453716617,0.453716617,0.453716617,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0,0,0.5,0.25,0
LMIC,Oceania,Samoa,WSM,882,0.01,0.202767699,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.202767699,0.202767699,0.202767699,0.202767699,0.202767699,0.202767699,0.202767699,0.202767699,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,1,0.333333333,0,0.25,0.25,0
LMIC,Western Sub‐Saharan Africa,Sao Tome and Principe,STP,678,0.01,0.285737487,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.285737487,0.285737487,0.285737487,0.285737487,0.285737487,0.285737487,0.285737487,0.285737487,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.166666667,0,0,0,0
HIC,North Africa and Middle East,Saudi Arabia,SAU,682,0.103,0.411710941,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.411710941,0.411710941,0.411710941,0.411710941,0.411710941,0.411710941,0.411710941,0.411710941,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,1,0.5,1,1,1,0
LIC,Western Sub‐Saharan Africa,Senegal,SEN,686,0.01,0.211511023,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.211511023,0.211511023,0.211511023,0.211511023,0.211511023,0.211511023,0.211511023,0.211511023,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0.5,0.5,0.5,0,0,0
UMIC,Central Europe,Serbia,SRB,688,0.043,0.581771267,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.581771267,0.581771267,0.581771267,0.581771267,0.581771267,0.581771267,0.581771267,0.581771267,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,1,1,0.333333333,0.5,0,0,0
HIC,Southeast Asia,Seychelles,SYC,690,0.103,0.551737181,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.551737181,0.551737181,0.551737181,0.551737181,0.551737181,0.551737181,0.551737181,0.551737181,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.833333333,0.5,0,0.25,0
