measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Prevalence,Poland,Male,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,4133.412523,6291.610706,2430.394825
Prevalence,Poland,Female,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,2350.775789,3704.508649,1313.827613
Prevalence,Poland,Male,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,5989.041448,9000.063883,3556.173537
Prevalence,Poland,Female,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,4029.232427,6439.853711,2341.616531
Prevalence,Poland,Male,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Poland,Female,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Poland,Male,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,8292.071105,12643.09359,5055.599832
Prevalence,Poland,Female,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,6200.900793,9725.594078,3685.242437
Prevalence,Poland,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,11696.93921,17192.89928,7311.830752
Prevalence,Poland,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,8821.998376,13386.74538,5311.196836
Prevalence,Equatorial Guinea,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,1.307293937,2.472456834,0.612158481
Prevalence,Equatorial Guinea,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,1.252660329,2.392969499,0.552298393
Prevalence,Equatorial Guinea,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,0.494412419,0.996067418,0.213467511
Prevalence,Equatorial Guinea,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,0.386404727,0.755053546,0.160550262
Prevalence,Equatorial Guinea,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.165909868,0.34066047,0.061073072
Prevalence,Equatorial Guinea,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.125788747,0.264617356,0.04472849
Prevalence,Equatorial Guinea,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,0.154086863,0.330454592,0.053879837
Prevalence,Equatorial Guinea,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,0.153448931,0.350138981,0.051929668
Prevalence,Equatorial Guinea,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,0.170404814,0.329830372,0.070138192
Prevalence,Equatorial Guinea,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,0.196634327,0.386424271,0.073964146
Prevalence,Equatorial Guinea,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,0.210027691,0.450229935,0.077684557
Prevalence,Equatorial Guinea,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,0.172377923,0.358867027,0.060148918
Prevalence,Equatorial Guinea,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,0.220163249,0.471511482,0.084634728
Prevalence,Equatorial Guinea,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,0.238006867,0.497174813,0.083446381
Prevalence,Equatorial Guinea,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,0.443898828,0.975248608,0.173054895
Prevalence,Equatorial Guinea,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,0.372073755,0.805136909,0.138158503
Prevalence,Equatorial Guinea,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,1.011669205,1.96803316,0.439163712
Prevalence,Equatorial Guinea,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,0.684075031,1.390108646,0.292231754
Prevalence,Equatorial Guinea,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,2.358806696,4.87301505,1.054824264
Prevalence,Equatorial Guinea,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,1.314443429,2.722108086,0.605627553
Prevalence,Equatorial Guinea,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,3.817975046,7.53777402,1.884088782
Prevalence,Equatorial Guinea,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,2.254665692,4.457745938,1.036062489
Prevalence,Equatorial Guinea,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,6.118703448,12.18015276,2.60044995
Prevalence,Equatorial Guinea,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,3.021276181,6.241846749,1.225338868
Prevalence,Equatorial Guinea,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,9.740754279,17.7175806,4.60008508
Prevalence,Equatorial Guinea,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,4.47100612,8.306396346,2.021757065
Prevalence,Equatorial Guinea,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,18.79773193,32.8741021,8.881456372
Prevalence,Equatorial Guinea,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,11.42562403,20.98326027,5.146820619
Prevalence,Equatorial Guinea,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,35.36899018,60.22008811,17.18468721
Prevalence,Equatorial Guinea,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,18.48171296,33.03065734,8.561407452
Prevalence,Equatorial Guinea,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,45.66379664,79.85057486,21.38649553
Prevalence,Equatorial Guinea,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,23.42518697,41.35011371,10.43883394
Prevalence,Equatorial Guinea,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,0.498074668,0.922433739,0.237225314
Prevalence,Equatorial Guinea,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,0.326284225,0.615897222,0.14889436
Prevalence,Equatorial Guinea,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,65.19791431,107.1393155,34.70900486
Prevalence,Equatorial Guinea,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,44.69210818,76.84353188,23.36381961
Prevalence,Equatorial Guinea,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,157.3129961,246.7209806,80.15130012
Prevalence,Equatorial Guinea,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,104.9235091,168.9296992,53.12675486
Prevalence,Bulgaria,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,2.556277287,4.197891403,1.442135621
Prevalence,Bulgaria,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,2.110131601,3.484576226,1.152275508
Prevalence,Bulgaria,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,0.683727124,1.265041858,0.302748338
Prevalence,Bulgaria,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,1.065840096,2.132157026,0.480709875
Prevalence,Bulgaria,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.651210807,1.410680146,0.23546832
Prevalence,Bulgaria,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.45750162,1.040968807,0.149541189
Prevalence,Bulgaria,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,1.454071189,2.960213926,0.611008049
Prevalence,Bulgaria,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,0.851855611,1.813960872,0.291729758
Prevalence,Bulgaria,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,2.046391846,3.675525706,0.948707241
Prevalence,Bulgaria,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,1.076187103,2.032362087,0.411510033
Prevalence,Bulgaria,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,1.760599403,3.285351682,0.75125464
Prevalence,Bulgaria,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,0.997492902,2.005025934,0.311161418
Prevalence,Bulgaria,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,2.230967641,4.267906385,0.926828712
Prevalence,Bulgaria,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,0.790787817,1.634690304,0.2139126
Prevalence,Bulgaria,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,2.118252621,3.947121318,0.954777136
Prevalence,Bulgaria,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,0.664393647,1.348644739,0.184483432
Prevalence,Bulgaria,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,2.590488269,5.014987356,1.217860327
Prevalence,Bulgaria,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,0.714607137,1.501523573,0.264072231
Prevalence,Bulgaria,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,5.134471889,8.541460705,2.84079107
Prevalence,Bulgaria,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,1.480468989,2.534493076,0.763191923
Prevalence,Bulgaria,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,7.456278173,12.70036346,4.03034136
Prevalence,Bulgaria,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,2.429443401,4.367783028,1.216241886
Prevalence,Bulgaria,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,11.3864548,20.04391258,5.851439942
Prevalence,Bulgaria,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,3.154137618,6.107494173,1.11845534
Prevalence,Bulgaria,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,10.37466029,18.36394235,5.414680353
Prevalence,Bulgaria,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,4.367101747,7.959921848,1.641522268
Prevalence,Bulgaria,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,15.30292269,26.85255859,8.105139364
Prevalence,Bulgaria,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,8.724014269,14.95015863,4.344858669
Prevalence,Bulgaria,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,20.39298864,38.00751043,9.856950259
Prevalence,Bulgaria,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,13.131628,23.89692568,6.189477387
Prevalence,Bulgaria,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,28.53079056,51.94928379,13.31063981
Prevalence,Bulgaria,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,25.62516646,46.21204315,11.66752832
Prevalence,Bulgaria,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,1.244839976,2.023589368,0.67655621
Prevalence,Bulgaria,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,1.112715281,1.89548443,0.570215998
Prevalence,Bulgaria,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,66.03859904,111.9476146,34.38250496
Prevalence,Bulgaria,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,63.45729524,108.3953461,32.03441792
Prevalence,Bulgaria,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,105.630176,173.4334587,56.97297614
Prevalence,Bulgaria,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,102.933457,175.9270333,53.80308082
Prevalence,Ethiopia,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,2.082846277,3.66698484,1.042831275
Prevalence,Ethiopia,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,1.863566864,3.302910949,0.911418851
Prevalence,Ethiopia,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,1.088022906,2.060684982,0.515412031
Prevalence,Ethiopia,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,0.750947346,1.416200102,0.358714627
Prevalence,Ethiopia,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.401440865,0.757136758,0.167394891
Prevalence,Ethiopia,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.266886267,0.511625584,0.104817193
Prevalence,Ethiopia,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,0.38022652,0.771375325,0.145644985
Prevalence,Ethiopia,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,0.306232045,0.634829402,0.115909758
Prevalence,Ethiopia,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,0.392160352,0.711072402,0.173115135
Prevalence,Ethiopia,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,0.369841537,0.66729897,0.164149799
Prevalence,Ethiopia,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,0.503742659,0.995360861,0.193397764
Prevalence,Ethiopia,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,0.349241977,0.693655943,0.135461007
Prevalence,Ethiopia,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,0.592682865,1.139682411,0.261982365
Prevalence,Ethiopia,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,0.510454019,1.012369364,0.209078751
Prevalence,Ethiopia,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,1.469524812,3.030777539,0.640400344
Prevalence,Ethiopia,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,0.901607665,1.88464036,0.391772901
Prevalence,Ethiopia,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,3.686426604,6.996950032,1.855253936
Prevalence,Ethiopia,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,1.829695994,3.440772761,0.900296
Prevalence,Ethiopia,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,8.718682117,13.97220198,4.782722975
Prevalence,Ethiopia,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,3.698519595,5.996893603,1.921847809
Prevalence,Ethiopia,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,12.53803874,19.90304661,7.165847919
Prevalence,Ethiopia,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,5.642683228,8.904178011,3.195888301
Prevalence,Ethiopia,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,16.87231524,26.28357201,8.912360015
Prevalence,Ethiopia,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,6.628835126,10.42229578,3.459254155
Prevalence,Ethiopia,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,24.02389563,35.23806908,13.17934429
Prevalence,Ethiopia,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,8.777375931,12.77592454,4.748505669
Prevalence,Ethiopia,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,41.65741503,62.43371093,23.21351232
Prevalence,Ethiopia,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,19.47588217,28.73328752,11.00399967
Prevalence,Ethiopia,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,73.60819167,111.4433506,41.5281425
Prevalence,Ethiopia,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,28.35855637,42.88518792,16.29055689
Prevalence,Ethiopia,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,90.01640539,131.006689,51.59452863
Prevalence,Ethiopia,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,34.10026361,50.24659406,19.79790486
Prevalence,Ethiopia,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,0.914742019,1.645004877,0.435933711
Prevalence,Ethiopia,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,0.6353285,1.1260257,0.307868058
Prevalence,Ethiopia,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,122.7469794,176.2385406,75.41533407
Prevalence,Ethiopia,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,59.77903697,85.828679,36.4005285
Prevalence,Ethiopia,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,265.5900288,377.0124587,150.6217521
Prevalence,Ethiopia,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,126.7650105,178.3977091,72.49432099
Prevalence,Singapore,Male,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Female,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Male,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Female,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Male,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Female,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Male,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0.262248298,0.535333032,0.100471281
Prevalence,Singapore,Female,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0.153651965,0.316039366,0.05671174
Prevalence,Singapore,Male,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,1.93429317,3.348081033,0.961108781
Prevalence,Singapore,Female,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0.614428827,1.025140432,0.294300629
Prevalence,Singapore,Male,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,6.666747273,11.49546143,3.170915831
Prevalence,Singapore,Female,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,1.69366039,2.88389988,0.814517415
Prevalence,Singapore,Male,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,14.59974359,24.05677583,7.475941199
Prevalence,Singapore,Female,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,3.434391766,5.716046138,1.730053817
Prevalence,Singapore,Male,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,29.71311089,50.16981424,15.49772838
Prevalence,Singapore,Female,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,6.304122023,10.98703927,3.124469613
Prevalence,Singapore,Male,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,57.03163962,97.37447628,29.67164487
Prevalence,Singapore,Female,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,12.254589,20.24495772,6.502597214
Prevalence,Singapore,Male,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,103.1367947,174.2456829,57.17682004
Prevalence,Singapore,Female,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,27.3567193,44.7901301,15.89315031
Prevalence,Singapore,Male,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,168.4724366,276.9533837,96.9319492
Prevalence,Singapore,Female,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,55.78306915,87.29588244,32.51961159
Prevalence,Singapore,Male,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,247.1826672,445.73291,121.0965442
Prevalence,Singapore,Female,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,95.68248227,168.1869426,48.32692779
Prevalence,Singapore,Male,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,339.1935034,593.9970512,164.9515719
Prevalence,Singapore,Female,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,146.3612334,244.9260588,76.10901322
Prevalence,Singapore,Male,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,517.1320824,850.4588686,284.6832876
Prevalence,Singapore,Female,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,275.8531682,447.0020072,155.2622417
Prevalence,Singapore,Male,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,783.5256519,1253.549679,422.8947234
Prevalence,Singapore,Female,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,492.919046,810.1234993,263.0932673
Prevalence,Singapore,Male,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,1112.973627,1925.383519,604.7322942
Prevalence,Singapore,Female,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,796.7283635,1361.913235,409.332826
Prevalence,Singapore,Male,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Female,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,0,0,0
Prevalence,Singapore,Male,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,1655.596659,2711.433545,905.6329006
Prevalence,Singapore,Female,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,1407.471658,2298.083448,799.3814571
Prevalence,Singapore,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,3296.902663,5405.127407,1850.649866
Prevalence,Singapore,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,3513.227071,5641.626295,2008.25009
Prevalence,France,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,4.998512763,7.87621051,2.971145067
Prevalence,France,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,3.035805921,4.839615951,1.728853008
Prevalence,France,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,4.200509059,6.932525818,2.255114894
Prevalence,France,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,3.86756284,6.516394754,1.990307228
Prevalence,France,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,3.157825481,5.030403927,1.629587727
Prevalence,France,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,2.577016533,4.115302119,1.364680159
Prevalence,France,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,2.815152265,4.638410893,1.429924382
Prevalence,France,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,3.450133518,5.877671109,1.75637668
Prevalence,France,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,3.176361904,4.871219685,1.857816207
Prevalence,France,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,3.450289087,5.55801996,1.811117927
Prevalence,France,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,2.93932172,4.629730557,1.654102163
Prevalence,France,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,2.838812295,4.779784401,1.376290791
Prevalence,France,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,2.006092736,3.413982513,0.995986778
Prevalence,France,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,2.606557839,4.833989635,1.113515691
Prevalence,France,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,1.286926212,2.163926848,0.674311392
Prevalence,France,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2010,1.395148539,2.449836511,0.625760201
Prevalence,France,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,1.263414984,2.181013416,0.698356825
Prevalence,France,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2010,1.374268381,2.577812189,0.718401092
Prevalence,France,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,2.025904774,3.025917909,1.281767559
Prevalence,France,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2010,2.3449224,3.66799463,1.40825157
Prevalence,France,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,2.770682079,4.327358335,1.664643679
Prevalence,France,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2010,2.576532973,4.181810056,1.469428541
Prevalence,France,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,3.168419271,5.046775185,1.850111022
Prevalence,France,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2010,2.842574036,4.591410311,1.56750893
Prevalence,France,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,3.777459131,5.666326077,2.258042041
Prevalence,France,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2010,3.298608641,4.981914545,1.895920993
Prevalence,France,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,6.732919036,10.28625415,4.203640381
Prevalence,France,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2010,4.895429673,7.705846144,3.015751391
Prevalence,France,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,9.430886228,14.77369872,5.564888336
Prevalence,France,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2010,6.220675612,9.90506297,3.63886274
Prevalence,France,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,13.25247476,20.82478956,7.643991658
Prevalence,France,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2010,9.595096755,15.42357095,5.543678762
Prevalence,France,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,1.217165019,1.92815158,0.705395734
Prevalence,France,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2010,0.742674493,1.232429084,0.398697507
Prevalence,France,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,16.45955119,24.65435253,9.868224629
Prevalence,France,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2010,14.31770714,22.25545303,8.627173446
Prevalence,France,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,36.16751445,54.72639213,21.7460974
Prevalence,France,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2010,30.44946892,46.74945184,17.88334585
Prevalence,Slovakia,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,1.434775243,2.286354229,0.801205834
Prevalence,Slovakia,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2010,1.873040628,3.068440168,1.024897441
Prevalence,Slovakia,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,1.199631439,2.210814658,0.540538925
Prevalence,Slovakia,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2010,0.444147168,0.827420586,0.203169117
Prevalence,Slovakia,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.595841233,1.252685388,0.224065277
Prevalence,Slovakia,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2010,0.368050696,0.775901073,0.136643114
Prevalence,Slovakia,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,1.559125181,3.082110156,0.661422119
Prevalence,Slovakia,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2010,1.016611619,2.109408931,0.358585682
Prevalence,Slovakia,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,1.700786681,2.983521589,0.850040604
Prevalence,Slovakia,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2010,1.228497042,2.249745015,0.496626816
Prevalence,Slovakia,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,1.839995585,3.372315837,0.787577949
Prevalence,Slovakia,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2010,0.803463546,1.49403514,0.319373257
Prevalence,Slovakia,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,1.156132136,2.063462427,0.527085062
Prevalence,Slovakia,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2010,0.877289116,1.788348659,0.333827051
