,Country Code,Country,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Super_region,Region,NCD_region,SDI,World_bank,LocID
36,DJI,Djibouti,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.38568565,92.31977105,97.59803196,95.24522226,96.10418453,97.91547454,100,118.1476335,122.9788278,118.9090925,114.8393573,110.769622,106.6998868,102.6301515,98.56041625,94.490681,90.42094575,86.3512105,82.28147525,78.21174,74.14200475,70.0722695,71.29618837,71.7507868,73.17286397,75.45751253,77.80044294,80.51054902,84.508684,94.61475696,96.20002331,100,105.0687139,108.9890478,111.9383268,113.4403879,112.4791057,115.5592472,116.2157532,116.3877187,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LMIC,NA
37,DOM,Dominican Republic,Consumer price index (2010 = 100),FP.CPI.TOTL,0.454580671,0.436852025,0.476855124,0.517767384,0.52867732,0.518676546,0.520040288,0.52648018,0.526669589,0.531707858,0.552001375,0.571763183,0.621167705,0.714836906,0.808771961,0.926057853,0.997971341,1.126245862,1.165415007,1.272327909,1.48548273,1.597111393,1.719230412,1.815999416,2.181953772,3.171168165,3.413412834,3.875954979,5.576097373,7.843222365,11.80110682,17.35696848,18.09620635,19.04631849,20.61969067,23.20456674,24.45744948,26.4865783,27.76632119,29.56295262,31.84643519,34.67537584,36.48659822,46.50206462,70.43242691,73.3836883,78.94089209,83.79067833,92.70987855,94.04689529,100,108.4593629,112.4664477,117.8996466,121.4350353,122.4511385,124.4277032,128.5083806,133.0889773,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,Middle SDI,UMIC,NA
38,DZA,Algeria,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.569024534,2.738580153,2.81051284,2.913273821,3.093105538,3.23846951,3.505005805,3.835553629,4.29540902,5.048133208,5.621025679,6.156025038,7.05818082,7.51996298,7.968691499,8.615462213,9.518559692,10.6961587,11.49208777,12.17144771,13.30392317,15.51936355,19.53676605,25.72399381,31.00778603,40.01482109,51.93108535,61.63133217,65.16497863,68.3907504,70.20003532,70.438128,73.41483508,74.4560791,77.63457483,80.71030165,81.82607845,83.71748758,86.79745039,91.01458318,96.23614476,100,104.5242115,113.8179305,117.5218381,120.9498642,126.7366464,134.8448702,142.3842032,148.4639947,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",Middle SDI,UMIC,NA
39,ECU,Ecuador,Consumer price index (2010 = 100),FP.CPI.TOTL,0.011758973,0.012227641,0.012578683,0.013325795,0.013863385,0.014288862,0.015068137,0.015643459,0.01631889,0.017351334,0.018241456,0.019770824,0.021329139,0.024104436,0.029725917,0.034292705,0.037952215,0.042891337,0.047888209,0.052804535,0.059694991,0.069477492,0.080773122,0.119894674,0.157338068,0.201366319,0.247741438,0.320835065,0.507613326,0.89161362,1.324216639,1.970485047,3.041263095,4.409831488,5.620000761,6.906201611,8.589456255,11.22152162,15.27231511,23.25093156,45.59370816,62.77251507,70.60904751,76.20792839,78.29768798,80.18291605,82.82794876,84.71326592,91.82926153,96.56762231,100,104.4745327,109.8045327,112.7931658,116.8415609,121.4762523,123.5756834,124.0914087,123.8133158,NA,Latin America and Caribbean,Andean Latin America,Latin America and Caribbean,Middle SDI,UMIC,NA
40,EGY,Egypt,Consumer price index (2010 = 100),FP.CPI.TOTL,1.208720709,1.217104477,1.180553898,1.189368453,1.232911029,1.415862751,1.543806349,1.554642287,1.528590222,1.580712401,1.640193006,1.691701983,1.727267706,1.81556881,1.997567196,2.190725861,2.416752159,2.724456979,3.026275058,3.326008249,4.018457388,4.433053058,5.090164905,5.908657002,6.915277458,7.75249323,9.602570683,11.4936619,13.52384328,16.39926486,19.14718713,22.92847797,26.05533176,29.20536725,31.58684044,36.55931368,39.18686946,40.99949956,42.58723612,43.89870969,45.07686561,46.10000101,47.36186801,49.4968351,55.07543497,57.75727653,62.17254681,67.96638721,80.41567596,89.87537033,100,110.0539169,117.887726,128.9946083,142.0805582,156.8030447,178.4570251,231.1052965,NA,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",Middle SDI,LMIC,NA
41,ERI,Eritrea,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
42,ETH,Ethiopia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,4.697902034,4.633922823,4.671396361,4.679926922,4.746648099,5.227101504,5.255130492,4.935539102,5.37547234,5.837341308,6.219693257,7.994659356,9.326340925,10.66076446,12.36992337,12.92440986,13.71744741,14.52541344,14.42731199,15.64169834,18.62373887,16.79698008,16.38903645,17.54949746,18.92139453,19.89631584,27.00379681,29.8466064,30.90409135,33.25090973,36.58337354,33.47954915,34.28145452,34.58820556,37.33501014,37.58233894,34.48636429,34.71917797,39.46669406,40.77989719,44.84564121,50.36142023,59.04393094,85.23386191,92.46479937,100,133.2499599,165.3956518,178.7591635,191.9912626,211.4030148,226.7587623,249.0905327,NA,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
43,FJI,Fiji,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.314612559,8.657522028,9.448663159,11.52533798,12.80295836,14.65919138,16.57439729,18.46925472,19.76326693,20.97042131,22.60753141,25.88401254,28.77801773,30.80156042,32.8665537,34.60559458,36.13549836,36.78551906,38.868968,43.43930831,46.12792089,49.90643018,53.1490234,55.74430229,58.64667914,59.12562702,60.40607951,62.24856268,64.34518146,68.02037335,69.35947253,70.11699213,73.11285999,73.67000344,76.74406688,78.913994,80.78091329,82.79303367,86.77016794,93.47947905,96.44233895,100,107.282402,110.9501156,114.1742454,114.7772204,116.3567052,120.8536259,124.9035366,129.9994507,NA,"Southeast Asia, East Asia, and Oceania",Oceania,Oceania,Middle SDI,UMIC,NA
44,GAB,Gabon,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,9.317640118,9.984627856,10.31695702,10.5685333,10.95366243,11.17029756,11.43119148,11.77128535,12.22008501,12.69217878,13.13476669,13.9500602,15.63422365,20.08262033,24.13359904,27.47672252,30.4343634,32.85471657,36.90910663,40.12259879,46.81737412,51.81369468,54.8484968,58.88256303,62.58354122,61.99138471,56.55094677,60.36295431,65.02618683,57.42715335,51.9469299,52.22419485,71.08561337,77.94290913,78.48047621,81.59885875,82.78101287,81.17787248,81.58775582,83.33179244,83.36236094,85.22580409,85.57370035,88.7470584,87.49625615,91.89759681,96.73536333,98.55950938,100,101.2633171,103.9492438,104.474646,109.3749849,109.0044277,111.3008317,114.2524472,119.678372,NA,Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,UMIC,NA
45,GEO,Georgia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Europe, Eastern Europe, and Central Asia",Central Asia,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
46,GHA,Ghana,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,0.001310109,0.001656565,0.001875859,0.001717865,0.001853486,0.001989107,0.002049383,0.00224528,0.002471315,0.002908315,0.00343573,0.004460422,0.006961874,0.015068992,0.026083169,0.040283182,0.060453027,0.130882982,0.160064085,0.356742052,0.498244906,0.549591239,0.684600614,0.957174813,1.257337824,1.574484845,2.1611232,2.550804812,2.807316722,3.508018553,4.380471728,6.985168277,10.23753385,13.09229153,15.00693006,16.86909033,21.11895726,28.0682365,32.2268938,40.82340152,45.97718208,52.92809786,58.7052897,65.0059688,75.74634813,90.3280613,100,108.7268368,116.4750918,130.0633,150.2096058,175.9705074,206.6855167,232.2564866,255.1035402,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
47,GIN,Guinea,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14925558,42.23553881,56.88927329,69.8852989,82.73305739,86.60859537,100,121.3504664,139.826198,156.4485904,171.645971,185.6366123,200.8081007,218.7104073,240.2009843,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
48,GMB,The Gambia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,2.276902303,2.317604616,2.424588218,2.31461729,2.342810177,2.348411412,2.381458703,2.48097399,2.605321422,2.553603346,2.63164723,2.860551061,3.058461389,3.340950375,4.207091759,4.923447202,5.533449058,6.023455113,6.392630129,6.828902566,7.234828036,8.020229787,8.873285782,10.83414524,12.81894817,20.06936731,24.79152225,27.6897967,29.98113184,33.62917123,36.53551965,40.00147725,42.58709442,43.31542161,46.33926011,46.84875504,48.15172569,48.68822663,50.54440298,50.9714878,53.26143087,57.8467739,67.69973769,77.31766563,81.05877504,82.72575152,87.16740858,91.04082741,95.193729,100,104.796485,109.2550879,115.4823332,122.3505005,130.6805218,140.1271458,151.3852266,161.2570092,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
49,GNB,Guinea-Bissau,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18856332,1.905050477,3.444105336,4.580728215,7.219011675,12.24226251,18.13179049,20.88353401,30.35741361,45.75896051,68.22703275,73.69458012,72.15708632,78.38880388,81.01335718,83.6868966,80.75569149,81.46900869,84.1812743,85.82679696,89.78979586,99.18187418,97.54398735,100,105.0461023,107.2841576,108.5792121,106.9404862,108.4425817,110.1508801,111.6512992,NA,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
50,GNQ,Equatorial Guinea,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.87101813,31.19040992,27.08123787,27.76467605,29.47668869,29.72956081,28.71123793,27.4827578,28.98119601,38.20910351,45.80218275,47.88193515,49.32629632,53.24068849,53.43888556,56.00517522,60.94784993,65.57530234,70.37773845,73.34745934,77.47811945,80.8994756,83.1676852,88.61663808,92.77370277,100,104.8053892,108.6377246,111.8413174,116.6616766,118.6176623,120.2924715,121.1878743,122.4725555,NA,Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,Middle SDI,UMIC,NA
51,GTM,Guatemala,Consumer price index (2010 = 100),FP.CPI.TOTL,1.755258964,1.745546496,1.781374714,1.784072622,1.7806193,1.766374346,1.778460973,1.787094279,1.821519586,1.859721963,1.903320157,1.894686851,1.904723069,2.167499311,2.525026084,2.857300437,3.163745908,3.553664294,3.848191147,4.284706318,4.748476213,5.291372725,5.30763764,5.54853423,5.737558927,6.809724589,9.324632237,10.47372655,11.60831433,12.93016842,18.26022527,24.31648863,26.75930314,29.92216986,33.1703175,35.96040993,39.93652244,43.6238228,46.50886718,48.93365841,51.85870569,55.63706547,60.16182245,63.53297618,68.34790059,74.57347154,79.46612726,84.88700253,94.52656777,96.28391359,100,106.2141239,110.2309377,115.0186766,118.950431,121.7918241,127.2096628,132.8381008,137.8220029,NA,Latin America and Caribbean,Central Latin America,Latin America and Caribbean,Low-middle SDI,LMIC,NA
52,GUY,Guyana,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.98679934,42.62518747,45.64932174,47.2724614,49.44059684,53.16753751,56.43656659,57.91938835,61.0128717,64.66203822,67.68076363,72.36802404,77.20015128,86.61868897,93.63655427,96.40098716,100,104.9777356,107.4887351,109.5323666,110.466273,109.3596944,110.2739502,112.3742898,113.8158754,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,Middle SDI,UMIC,NA
53,HND,Honduras,Consumer price index (2010 = 100),FP.CPI.TOTL,1.561930288,1.586343139,1.603668389,1.653084725,1.727012351,1.782039705,1.813835475,1.851778029,1.886243775,1.909976767,1.965001029,2.008687874,2.081247339,2.18933071,2.470649805,2.677595447,2.808353651,3.045230073,3.220279784,3.611072197,4.263287555,4.66427922,5.083253778,5.502765139,5.762846078,5.956631876,6.215907611,6.370506807,6.656622681,7.312327258,9.01774964,12.08128302,13.13958967,14.55191774,17.71395442,22.9332877,28.40008706,34.1368668,38.80273054,43.32858052,48.11553723,52.77030916,56.82861491,61.18973738,66.15454477,71.9821388,75.99712404,81.26844774,90.53583592,95.51199576,100,106.7622796,112.3098464,118.1071672,125.3462499,129.3044729,132.8275184,138.0534322,144.0550973,NA,Latin America and Caribbean,Central Latin America,Latin America and Caribbean,Low-middle SDI,LMIC,NA
54,HTI,Haiti,Consumer price index (2010 = 100),FP.CPI.TOTL,0.61638977,0.639687493,0.63613784,0.663535163,0.724329222,0.74072762,0.802221611,0.778673912,0.788922911,0.800071821,1.122304998,1.22981714,1.269044543,1.55761156,1.79048535,2.090813669,2.237968319,2.383254998,2.319536411,2.623254753,3.089624991,3.425106771,3.677168676,4.053845457,4.313373956,4.772698204,4.929239204,4.364867706,4.544065955,4.858692767,5.892429795,6.801037011,8.117615397,10.52903191,14.67027069,18.72046618,22.57381135,27.21476289,28.64871839,29.50943883,32.26362026,36.56007696,39.13130113,50.36181934,60.95383354,69.47091778,77.35254292,82.42472531,95.02068595,95.39495917,100,106.3327948,111.6686187,116.9896552,121.0119545,129.1582865,144.0152445,159.3962004,179.2910955,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,Low SDI,LIC,NA
55,IDN,Indonesia,Consumer price index (2010 = 100),FP.CPI.TOTL,0.000277684,0.000315704,0.000730532,0.001796458,0.003754502,0.01527193,0.188799863,0.388927719,0.890034023,1.027810134,1.155253088,1.204163604,1.282696134,1.680869145,2.361483157,2.814077867,3.372071622,3.744756006,4.04855243,4.705744462,5.554445718,6.235748948,6.824741873,7.630043705,8.427767432,8.825940351,9.339845464,10.20645761,11.0276046,11.73508494,12.6526737,13.84443641,14.88602496,16.32578542,17.71870229,19.38786131,20.93370995,22.23707238,35.23487344,42.45021132,44.01603795,49.07793288,54.91826459,58.62926593,62.18457972,68.68485723,77.68852994,82.66569441,91.11963768,95.11652363,100,105.3560478,109.8647599,116.9098522,124.38615,132.3009914,136.9656666,142.1824123,146.7298984,NA,"Southeast Asia, East Asia, and Oceania",Southeast Asia,East and South East Asia,Middle SDI,LMIC,NA
56,IND,India,Consumer price index (2010 = 100),FP.CPI.TOTL,2.527486689,2.57033297,2.663692989,2.742169683,3.108393605,3.402906395,3.770483183,4.262991331,4.401001942,4.375294079,4.5980955,4.739714022,5.045051018,5.899723828,7.586970156,8.023101847,7.410622454,8.026257698,8.228764093,8.745175272,9.737409285,11.01423164,11.88333633,13.29366035,14.39954761,15.19964756,16.52653434,17.98105542,19.6683027,21.05969351,22.94900758,26.13209143,29.21249455,31.06073709,34.24382141,37.74521317,41.13365846,44.08057745,49.91280767,52.24364614,54.33832165,56.3919261,58.8151729,61.05359545,63.35363809,66.04385126,69.87209853,74.32496447,80.53055424,89.29417338,100,108.858361,118.9957366,131.9753671,140.3600189,148.602558,155.9450497,159.8294647,167.5982946,NA,South Asia,South Asia,South Asia,Low-middle SDI,LMIC,NA
57,IRN,Iran,Consumer price index (2010 = 100),FP.CPI.TOTL,0.141434222,0.145907171,0.146959629,0.147506098,0.153132703,0.156431755,0.155824567,0.158314036,0.159406974,0.165134777,0.16788736,0.174930736,0.186123227,0.204399572,0.233524335,0.263600359,0.293271591,0.373298912,0.417056895,0.460794639,0.55592069,0.690473453,0.819521049,0.981296055,1.104352734,1.15282654,1.365280978,1.755361258,2.258634476,2.763431445,2.974217012,3.483657794,4.382710535,5.311960466,6.982414184,10.44960078,13.47343771,15.81097484,18.63578482,22.37611874,25.6154538,28.50340337,32.58963239,37.95649684,43.55944842,49.41084053,54.35978005,63.7863315,79.99476303,90.8352972,100,120.8693375,151.9769573,211.652265,248.1015973,282.0895522,306.4938466,337.1039539,NA,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
58,IRQ,Iraq,Consumer price index (2010 = 100),FP.CPI.TOTL,48.8844935,49.33240277,49.96995608,51.94624657,51.89942404,51.66298019,52.68757019,54.42149172,55.61684671,58.80883862,74.14460738,76.8107662,80.79413445,84.74576271,91.27118644,99.95762712,112.7754237,123.1144068,128.7923729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030567551,0.085880263,0.157689748,0.485199224,2.661317746,12.96889007,10.87865181,13.387617,15.36480384,17.29735235,18.15858097,21.13188182,25.21386289,33.68980815,42.77322283,58.58198395,89.76573811,80.72857909,90.95112024,97.20275052,100,105.8014554,112.243808,114.3534281,116.9103411,118.5392883,119.1989848,119.4183812,119.8571739,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",Low-middle SDI,UMIC,NA
59,JAM,Jamaica,Consumer price index (2010 = 100),FP.CPI.TOTL,0.11289895,0.120461431,0.122156934,0.124309953,0.126812838,0.130150018,0.13262599,0.136635988,0.144736724,0.153860143,0.176520671,0.185940131,0.196032409,0.23069602,0.293348882,0.344321614,0.37804328,0.420350109,0.567051463,0.73194583,0.931826761,1.050538863,1.119300918,1.248939594,1.596329261,2.006156488,2.309193957,2.462811885,2.666406774,3.048490574,3.717944442,5.616739482,9.958287737,12.1560768,16.41840994,19.68710994,24.88581745,27.28917837,29.6447519,31.40987142,33.97639826,36.35156031,38.92432965,42.85566101,48.6593019,55.99813288,60.76966962,66.41253047,81.04351434,88.80244801,100,107.5296924,114.9473575,125.6885016,136.1080857,141.1112664,144.4270403,150.7493501,156.3854521,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,Middle SDI,UMIC,NA
60,JOR,Jordan,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.664466672,8.116670206,8.507558006,9.159037673,10.17841174,12.15584414,13.61209281,15.17748348,17.38831422,18.5918501,21.24053649,23.6005961,25.417842,27.30588969,28.67669098,29.78001884,30.66897463,30.66897463,30.60763668,32.63178901,41.02230932,47.66469807,51.5519906,53.6119234,55.39005219,57.33795208,58.68718548,62.50256736,64.40132299,66.39239722,66.79490549,67.24034797,68.43198436,69.68633845,70.82222577,73.20317567,75.76066429,80.49701243,84.31544122,96.09490237,95.38405127,100,104.1692709,108.8727218,114.1253531,117.4337692,116.4039768,115.4976791,119.3372751,124.6618749,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",Middle SDI,UMIC,NA
61,KAZ,Kazakhstan,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373663499,7.388718886,20.40433873,28.3992774,33.34303527,35.72583748,38.68966284,43.78930497,47.44752383,50.21699998,53.45007997,57.12854354,61.45888674,66.81914269,74.06690565,86.76189905,93.10946776,100,108.4529047,114.0877745,120.867827,129.1466081,137.7713877,157.5568666,169.2832935,NA,NA,"Central Europe, Eastern Europe, and Central Asia",Central Asia,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
62,KEN,Kenya,Consumer price index (2010 = 100),FP.CPI.TOTL,0.741244284,0.759456674,0.783132781,0.788596499,0.787813384,0.816005513,0.856923256,0.871998214,0.875195932,0.873694962,0.892816013,0.926566298,0.980600353,1.071611776,1.262465277,1.503850961,1.676027316,1.924430729,2.250271154,2.429828224,2.766558228,3.087563458,3.725661388,4.150304178,4.577125536,5.172452409,5.303536629,5.76163879,6.468301659,7.360236297,8.669019857,10.41014877,13.25548857,19.35021392,24.92585992,25.31328958,27.55708169,30.68807461,32.75106095,34.63162722,38.08787233,40.27358227,41.06347134,45.09413465,50.33589289,55.52692196,63.55263568,69.75466128,88.0581565,96.18955755,100,114.022494,124.7152583,131.8458452,140.9144068,150.1896388,159.6473169,172.4282386,180.5148122,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
63,KGZ,Kyrgyzstan,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.74066736,22.0888649,27.2654849,30.11674097,41.26924898,48.98690158,52.37663836,53.49446574,55.08571904,57.35010062,59.83833448,63.16063261,69.62203055,86.69342375,92.62027383,100,116.6363263,119.8653357,127.7929318,137.4211673,146.3581034,146.9271997,151.5925936,NA,NA,"Central Europe, Eastern Europe, and Central Asia",Central Asia,"Central Asia, Middle East and North Africa",Low-middle SDI,LMIC,NA
64,KHM,Cambodia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.42909203,43.08211775,46.16286029,49.83752274,57.21671732,59.5100818,59.03876639,58.68415105,60.57676399,61.3097497,63.71602351,67.76151636,71.92427962,77.43971635,96.79746075,96.15733178,100,105.4785873,108.5719838,111.7668232,116.0757008,117.4932986,121.0714567,124.5715414,NA,NA,"Southeast Asia, East Asia, and Oceania",Southeast Asia,East and South East Asia,Low-middle SDI,LMIC,NA
65,LAO,Laos,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.677125383,2.705749927,3.670159912,4.163486602,4.574194973,4.860869946,5.190654733,6.207707416,7.016225036,8.94630873,17.08572613,38.4893789,48.14430159,51.90524196,57.42346712,66.3179906,73.25635567,78.50547947,83.64412973,87.54359622,94.22212986,94.3551599,100,107.5689886,112.1461854,119.2914979,124.2173338,125.8040293,127.8130108,128.8680903,131.4971655,NA,"Southeast Asia, East Asia, and Oceania",Southeast Asia,East and South East Asia,Low-middle SDI,LMIC,NA
66,LBN,Lebanon,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.03338196,96.16912279,100,104.9714857,111.8801573,117.2739215,119.4488886,114.9705763,114.0699432,118.9993072,126.2308821,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
67,LBR,Liberia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.02866457,46.83817864,51.67669745,55.72251108,61.75968788,66.29374207,73.84585667,86.76108985,93.20539392,100,108.4881675,115.8998481,124.6819352,136.9769615,147.590891,160.6294374,180.579023,223.129788,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
68,LBY,Libya,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,10.78198571,12.01382757,13.48467012,14.46852632,14.52513175,15.94655686,15.10196798,14.63322564,14.59649285,15.75996405,16.93541333,18.4797876,19.49233494,20.7164951,26.80295872,25.18432033,27.63583481,30.73097165,33.88360329,37.47702841,42.1532723,46.00542403,47.51945382,49.58926669,52.60774379,53.40308855,57.9164305,64.80622427,70.87192588,78.71996635,82.74460248,88.73364435,92.30790454,95.58510825,99.13062104,101.756217,98.8052867,90.09665046,81.26929864,79.48856484,77.74174978,79.80206612,80.96659274,86.0278046,94.94091221,97.27636395,100,115.5184815,122.518675,125.7112887,NA,NA,NA,NA,NA,NA,North Africa and Middle East,North Africa and Middle East,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
69,LKA,Sri Lanka,Consumer price index (2010 = 100),FP.CPI.TOTL,1.487669034,1.504545801,1.52716785,1.561878931,1.611791071,1.615381872,1.612868311,1.648177859,1.744770417,1.874877123,1.98487534,2.037779814,2.167168359,2.375793923,2.66808516,2.844872283,2.882695392,2.918004939,3.272297348,3.623477728,4.57085084,5.392186821,5.975931441,6.810433695,7.943570934,8.061229528,8.704222372,9.375941627,10.68778108,11.92409402,14.48720808,16.25256576,18.10266635,20.22913896,21.93824075,23.62196755,27.38632438,30.0082079,32.81824941,34.35798506,36.48002902,41.6450378,45.62256855,48.50346854,52.17805534,58.2514172,64.08831615,74.24125865,90.99342414,94.14631282,100,106.7167684,114.7663222,122.6948966,126.5953702,131.3659494,136.5665808,147.0878582,150.2282395,NA,"Southeast Asia, East Asia, and Oceania",Southeast Asia,East and South East Asia,Middle SDI,LMIC,NA
70,LSO,Lesotho,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.178830522,4.739748028,5.413358159,6.031160473,7.037659332,7.986587688,9.264725434,10.77254482,12.10976897,13.57988496,15.95532661,17.70783775,20.06666792,23.67966484,26.46208775,29.49368286,33.8375849,37.77450568,44.45232066,52.10190723,58.94583702,63.78808346,69.70177037,76.20516481,NA,NA,47.66110005,50.58366698,45.71946389,61.17839344,65.23400921,68.51098792,70.86631637,75.16982849,81.19276341,89.89310886,96.52671631,100,104.9945979,111.4302329,116.9672456,123.1741017,127.0810125,135.4639177,142.6666982,148.38763,NA,Sub-Saharan Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
