"wb2021","year_id","Code","Intervention","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","discount.rate","val","Gross.benefits","Forgone.surplus"
"LIC",2026,5.3,"Tobacco policy",192663.230229348,330535.698656303,137872.468426955,2446.01082692759,14787735.9784123,14770350.5906161,17385.3877962033,0.71639296,1246.705096,21674451.5614629,195070.064053166
"LIC",2026,5.4,"Alcohol policy",142976.759383506,251151.543537009,108174.784153504,2090.90143415835,5268204.01531322,5250744.46991315,17459.5454000748,0.71639296,1246.705096,21766904.2241166,195902.138017049
"LIC",2026,5.5,"Salt policy",0,6381480.29030732,6381480.29030732,4018.49712713767,8173423.29092311,8146019.87356798,27403.4173551313,0.71639296,1246.705096,34163980.064457,34163.980064457
"LIC",2026,5.6,"Trans fat policy",734288.383720186,3564858.23842779,2830569.8547076,2713.04255256862,3945553.88879472,3925775.36431643,19778.5244782953,0.71639296,1246.705096,24657987.2584515,24657.9872584515
"LIC",2027,1.1,"IDU harm reduction measures",128314.458376367,6463860.95769725,6335546.49932088,564.607782121442,955842.73962894,902887.010200555,52955.7294283852,0.6590815232,1344.10803,71178221.1591998,0
"LIC",2027,1.2,"Pulmonary rehabilitation",971454.709306457,1990100.5145665,1018645.80526004,1172.91195414997,1244136.47133648,1233594.23085173,10542.2404847461,0.6590815232,1344.10803,14169910.0897383,0
"LIC",2027,2.1,"Depression chronic treatment",11266898.8583878,26979224.9828329,15712326.1244451,489.803096999168,3418627.35255428,3355231.3762226,63395.9763316756,0.6590815232,1344.10803,85211040.8570951,0
"LIC",2027,2.11,"Bipolar disorder chronic treatment",12043843.8409315,167271095.407801,155227251.566869,13.1141675721715,378199.555271731,343932.458485261,34267.0967864702,0.6590815232,1344.10803,46058679.9554818,0
"LIC",2027,2.12,"Schizophrenia chronic treatment",31549960.1507729,66325930.8137381,34775970.6629652,4.40440080291364,348536.845054341,327000.6475022,21536.1975521408,0.6590815232,1344.10803,28946976.0654988,0
"LIC",2027,2.13,"Epilepsy acute and chronic treatment",6696964.07744264,34396354.8681537,27699390.7907111,2668.42537444645,1094818.72816611,815652.498205751,279166.229960361,0.6590815232,1344.10803,375229571.394548,0
"LIC",2027,2.14,"Asthma/COPD chronic treatment",117576964.179545,284361871.090491,166784906.910946,2526.74254111318,1074846.3224366,1026045.53903833,48800.7833982707,0.6590815232,1344.10803,65593524.8359063,0
"LIC",2027,2.3,"Diabetes screening and treatment",549254872.959036,1139815416.77267,590560543.81363,11852.2109935983,6601849.05155364,6419105.91825731,182743.133296336,0.6590815232,1344.10803,245626512.890966,0
"LIC",2027,2.4,"CVD primary prevention",155866926.854109,361390583.316953,205523656.462844,117099.790267589,7712469.16022026,6931816.72264707,780652.437573185,0.6590815232,1344.10803,1049281209.98119,0
"LIC",2027,2.5,"Aspirin for suspected ACS",68717.7017309739,151391.735662883,82674.0339319088,323.633597038721,3737757.14680129,3735717.72423933,2039.42256195621,0.6590815232,1344.10803,2741204.24208851,0
"LIC",2027,2.6,"CVD secondary prevention",280682501.562739,593102923.629751,312420422.067013,70054.9964898327,4722929.93766676,4259058.64921632,463871.288450442,0.6590815232,1344.10803,623493123.692686,0
"LIC",2027,2.7,"Heart failure chronic treatment",28937569.8005911,70763325.1055871,41825755.3049959,51235.4444645291,4949483.31433943,4554433.16992597,395050.144413468,0.6590815232,1344.10803,530990071.358802,0
"LIC",2027,2.9,"Alcohol use screening/brief intervention",2307842.23847947,116258201.51974,113950359.28126,1020.18069221851,1462633.06564427,1418935.96889088,43697.0967533854,0.6590815232,1344.10803,58733618.6339122,0
"LIC",2027,3.1,"Medical management of ACS",43354824.218301,166519494.99768,123164670.779379,34350.7791231693,3737757.14680129,3505854.44972048,231902.697080811,0.6590815232,1344.10803,311702277.324976,0
"LIC",2027,3.2,"Heart failure acute treatment",80770872.0285223,419184818.96051,338413946.931988,129228.595884003,4949483.31433943,3978246.58262193,971236.731717504,0.6590815232,1344.10803,1305447090.13245,0
"LIC",2027,3.3,"Cervical cancer screening and treatment",15213004.0403418,107574558.987578,92361554.9472363,16137.4808330159,857691.625714001,645174.060064435,212517.565649566,0.6590815232,1344.10803,285646566.505634,0
"LIC",2027,3.4,"Asthma/COPD acute treatment",70274934.2734866,404517682.325515,334242748.052029,32306.1988573444,2318982.79377307,1909781.42957292,409201.364200157,0.6590815232,1344.10803,550010839.508385,0
"LIC",2027,3.6,"Management of bowel obstruction",1715680.36055538,62494432.6718459,60778752.3112905,7318.58890549509,573582.232238275,445766.025266955,127816.206971321,0.6590815232,1344.10803,171798790.154294,0
"LIC",2027,3.7,"Management of appendicitis",271302.888118671,9223028.54204275,8951725.65392408,1154.12215021581,126625.309556606,97070.0950230653,29555.2145335408,0.6590815232,1344.10803,39725401.1829049,0
"LIC",2027,3.8,"Repair of hernias",7976684.2493563,313910993.181363,305934308.932006,5168.13453692361,650816.825089285,492116.554731904,158700.270357381,0.6590815232,1344.10803,213310307.750527,0
"LIC",2027,3.9,"Repair of gastrointestinal perforations",38464.2083602256,1417969.38305448,1379505.17469425,287.40202636676,295669.500999277,291932.492987695,3737.00801158189,0.6590815232,1344.10803,5022942.47654155,0
"LIC",2027,4.1,NA,NA,NA,NA,3029.77185280344,3737757.14680129,3713257.72037703,24499.4264242641,0.6590815232,1344.10803,32929875.7872476,0
"LIC",2027,4.2,"Management of acute ventilatory failure",3052915.16093616,20064133.6597326,17011218.4987965,356.191321405533,2318982.79377307,2315158.79163363,3824.00213944814,0.6590815232,1344.10803,5139871.98236942,0
"LIC",2027,4.3,"Treatment of early-stage breast cancer",127447.354029338,880914.431005254,753467.076975916,1330.2228839377,991455.513195957,972671.593463457,18783.9197324999,0.6590815232,1344.10803,25247617.3473286,0
"LIC",2027,4.4,"Treatment of early-stage colorectal cancer",1064105.94116551,7759432.26323598,6695326.32207047,784.691018084431,374831.170860094,366689.173917763,8141.99694233088,0.6590815232,1344.10803,10943723.4704224,0
"LIC",2027,5.1,"Tobacco tax",80581.8496725375,340836.809117038,260254.9594445,16243.5729909785,13964319.6172607,13857107.852734,107211.764526645,0.6590815232,1344.10803,144104193.610733,1296937.74249659
"LIC",2027,5.2,"Alcohol tax",221674.392426968,313700.452233489,92026.0598065217,810.161265644522,5001141.49258761,4994528.29981005,6613.19277755954,0.6590815232,1344.10803,8888845.51625578,79999.609646302
"LIC",2027,5.3,"Tobacco policy",181514.018154162,344000.601453657,162486.583299496,3462.09560905415,13964319.6172607,13939157.8289356,25161.7883250901,0.6590815232,1344.10803,33820161.7369139,304381.455632225
"LIC",2027,5.4,"Alcohol policy",134580.568638237,262141.699553707,127561.13091547,2655.01787916806,5001141.49258761,4978749.92576101,22391.5668265983,0.6590815232,1344.10803,30096684.7759124,270870.162983211
"LIC",2027,5.5,"Salt policy",0,7518506.68481558,7518506.68481558,5012.58345537077,7712469.16022026,7678156.58213299,34312.5780872723,0.6590815232,1344.10803,46119811.7371047,46119.8117371047
"LIC",2027,5.6,"Trans fat policy",691059.61244892,4026609.6015344,3335549.98908548,3409.50393139365,3737757.14680129,3712815.62529206,24941.5215092329,0.6590815232,1344.10803,33524099.3409776,33524.0993409776
"LIC",2028,1.1,"IDU harm reduction measures",121427.671298464,7316051.71537542,7194624.04407695,718.735959904337,935676.500670413,870880.504666269,64795.9960041438,0.606355001344,1445.721201,93676945.163102,0
"LIC",2028,1.2,"Pulmonary rehabilitation",925270.766624157,2090817.17752779,1165546.41090364,1389.87212153911,1166619.63281918,1154229.60117815,12390.0316410288,0.606355001344,1445.721201,17912531.4244961,0
"LIC",2028,2.1,"Depression chronic treatment",10686292.7153551,28588604.9717243,17902312.2563692,592.663394360231,3201375.89361275,3127423.56470171,73952.3289110417,0.606355001344,1445.721201,106914449.770018,0
"LIC",2028,2.11,"Bipolar disorder chronic treatment",11409648.1544324,187873745.783096,176464097.628664,15.8734140718911,354165.229011389,315622.542751829,38542.6862595601,0.606355001344,1445.721201,55721978.6689374,0
"LIC",2028,2.12,"Schizophrenia chronic treatment",29924959.8348729,69531818.072695,39606858.2378221,5.32957159998932,326387.563990888,302170.272587076,24217.2914038124,0.606355001344,1445.721201,35011451.6132867,0
"LIC",2028,2.13,"Epilepsy acute and chronic treatment",6291377.11423416,37615617.4211471,31324240.306913,3225.59259135323,1018259.25146491,705824.408418681,312434.843046226,0.606355001344,1445.721201,451693676.523036,0
"LIC",2028,2.14,"Asthma/COPD chronic treatment",110684163.873557,299196795.330605,188512631.457048,2993.33847382636,992105.968178057,935829.172003577,56276.7961744799,0.606355001344,1445.721201,81360557.3538014,0
"LIC",2028,2.3,"Diabetes screening and treatment",523412976.768892,1198732644.55826,675319667.789372,14298.8896723351,6263224.82793772,6046617.54868464,216607.279253075,0.606355001344,1445.721201,313153735.907098,0
"LIC",2028,2.4,"CVD primary prevention",148227545.966058,383403827.543903,235176281.577846,140844.069499646,7280382.88186507,6359706.96109151,920675.920773563,0.606355001344,1445.721201,1331040697.91254,0
"LIC",2028,2.5,"Aspirin for suspected ACS",65690.3857243807,160455.038438588,94764.6527142074,388.97578225235,3541191.71010454,3538779.27351158,2412.43659295763,0.606355001344,1445.721201,3487710.72850705,0
"LIC",2028,2.6,"CVD secondary prevention",267874257.705795,626206388.638762,358332130.932968,84381.6876840296,4475779.33309213,3927054.17292275,548725.160169379,0.606355001344,1445.721201,793303597.578991,0
"LIC",2028,2.7,"Heart failure chronic treatment",27597828.8873842,75543065.2947885,47945236.4074043,60875.8835148683,4683831.51613938,4222855.41028117,460976.105858212,0.606355001344,1445.721201,666442929.393638,0
"LIC",2028,2.9,"Alcohol use screening/brief intervention",2190101.29766532,131954680.488353,129764579.190688,1237.10865059084,1371920.46985901,1320515.75118127,51404.7186777374,0.606355001344,1445.721201,74316891.6238457,0
"LIC",2028,3.1,"Medical management of ACS",41475036.1193699,182689043.615522,141214007.496152,41307.1784785918,3541191.71010454,3267021.58028229,274170.129822247,0.606355001344,1445.721201,396373569.364945,0
"LIC",2028,3.2,"Heart failure acute treatment",77225329.6262903,465713899.496316,388488569.870026,150082.00596668,4683831.51613938,3571975.95284757,1111855.56329182,0.606355001344,1445.721201,1607433160.30078,0
"LIC",2028,3.3,"Cervical cancer screening and treatment",14427079.4367013,119592282.167448,105165202.730746,19994.0896501593,825160.662254727,569687.839715205,255472.822539521,0.606355001344,1445.721201,369342475.824697,0
"LIC",2028,3.4,"Asthma/COPD acute treatment",66236819.9544101,444268434.643662,378031614.689252,37656.5489638646,2158725.60099724,1688429.22130356,470296.379693675,0.606355001344,1445.721201,679917446.876691,0
"LIC",2028,3.6,"Management of bowel obstruction",1624697.26255496,70702857.6802493,69078160.4176944,8929.90121156243,543525.304719829,392127.782022035,151397.522697795,0.606355001344,1445.721201,218878608.343081,0
"LIC",2028,3.7,"Management of appendicitis",255474.48363221,10382035.5962735,10126561.1126413,1372.48712582097,116155.098648976,82576.4217597935,33578.6768891827,0.606355001344,1445.721201,48545405.0802201,0
"LIC",2028,3.8,"Repair of hernias",7546628.04216061,355170316.502212,347623688.460051,6260.91962877203,614811.362231933,430119.888212847,184691.474019086,0.606355001344,1445.721201,267012379.633334,0
"LIC",2028,3.9,"Repair of gastrointestinal perforations",36484.444191726,1606929.77754274,1570445.33335102,341.26337451548,273895.407344032,269568.242085554,4327.16525847803,0.606355001344,1445.721201,6255874.55441234,0
"LIC",2028,4.1,NA,NA,NA,NA,3659.33411209342,3541191.71010454,3512244.06912577,28947.6409787672,0.606355001344,1445.721201,41850218.2819402,0
"LIC",2028,4.2,"Management of acute ventilatory failure",2886037.85155803,22175001.3270523,19288963.4754943,421.23135453305,2158725.60099724,2154262.27642417,4463.32457306954,0.606355001344,1445.721201,6452722.96223091,0
"LIC",2028,4.3,"Treatment of early-stage breast cancer",121594.254846834,982976.495429852,861382.240583018,1674.56603219635,966167.260006905,943272.769127901,22894.4908790046,0.606355001344,1445.721201,33099050.8498781,0
"LIC",2028,4.4,"Treatment of early-stage colorectal cancer",1014079.05425299,8662168.0135498,7648088.95929682,974.982197138951,363594.568021948,353717.07309469,9877.49492725853,0.606355001344,1445.721201,14280103.8291076,0
"LIC",2028,5.1,"Tobacco tax",75847.0167934066,370027.047063781,294180.030270374,21462.9898211752,13195168.2859561,13054085.2635265,141083.022429536,0.606355001344,1445.721201,203966716.627539,1835700.44964785
"LIC",2028,5.2,"Alcohol tax",208773.826060407,312779.536417643,104005.710357235,982.715839436693,4752067.46297023,4744152.56201034,7914.90095988841,0.606355001344,1445.721201,11442740.1215259,102984.661093733
"LIC",2028,5.3,"Tobacco policy",170893.022948784,354575.192290855,183682.169342071,4603.04406946379,13195168.2859561,13161927.7732067,33240.5127493992,0.606355001344,1445.721201,48056514.0139172,432508.626125255
"LIC",2028,5.4,"Alcohol policy",126552.606934848,270866.064967623,144313.458032775,3234.21273623303,4752067.46297023,4725144.55496982,26922.9080004007,0.606355001344,1445.721201,38923018.8887518,350307.169998766
"LIC",2028,5.5,"Salt policy",0,8497242.50817081,8497242.50817081,5990.89683270307,7280382.88186507,7240096.68788986,40286.1939752109,0.606355001344,1445.721201,58242604.7375609,58242.6047375609
"LIC",2028,5.6,"Trans fat policy",650131.148891712,4420421.19309994,3770290.04420823,4105.39051632195,3541191.71010454,3511704.21660205,29487.4935024882,0.606355001344,1445.721201,42630694.5208969,42630.6945208969
"LIC",2029,1.1,"IDU harm reduction measures",114852.982581008,8054119.16727342,7939266.18469241,890.40070886086,916497.855497338,840338.9109544,76158.9445429374,0.55784660123648,1551.362489,118150129.765744,0
"LIC",2029,1.2,"Pulmonary rehabilitation",880730.413191503,2176864.77510339,1296134.36191188,1600.60266642169,1095002.91167885,1081008.26687311,13994.6448057421,0.55784660123648,1551.362489,21710766.998507,0
"LIC",2029,2.1,"Depression chronic treatment",10132034.1708467,29959549.3476778,19827515.1768311,697.673716191941,2998892.37500029,2915964.1128264,82928.2621738848,0.55784660123648,1551.362489,128651795.214522,0
"LIC",2029,2.11,"Bipolar disorder chronic treatment",10804459.1958721,205759263.391581,194954804.195709,18.6915105800495,331764.666214782,289626.682666588,42137.9835481939,0.55784660123648,1551.362489,65371287.0387671,0
"LIC",2029,2.12,"Schizophrenia chronic treatment",28367104.6241408,72207840.0676593,43840735.4435186,6.27415359199404,305743.908080289,279266.846460229,26477.0616200604,0.55784660123648,1551.362489,41075520.2163032,0
"LIC",2029,2.13,"Epilepsy acute and chronic treatment",5901916.81543256,40324369.5766478,34422452.7612152,3792.47785081032,947314.226860033,609303.155570214,338011.071289818,0.55784660123648,1551.362489,524377696.865729,0
"LIC",2029,2.14,"Asthma/COPD chronic treatment",104140053.862675,311216572.086307,207076518.223632,3448.8805882744,916442.905571383,854090.127196239,62352.7783751437,0.55784660123648,1551.362489,96731761.4561283,0
"LIC",2029,2.3,"Diabetes screening and treatment",498596858.481636,1249344493.56154,750747635.079906,16776.3559288132,5945598.01511116,5698914.36374018,246683.651370979,0.55784660123648,1551.362489,382695763.38649,0
"LIC",2029,2.4,"CVD primary prevention",140888736.177506,402485198.031865,261596461.854359,164723.29068132,6877796.70727086,5834105.37713369,1043691.33013717,0.55784660123648,1551.362489,1619143579.66932,0
"LIC",2029,2.5,"Aspirin for suspected ACS",62769.1073487511,168394.046476426,105624.939127675,454.369513750353,3356871.09143222,3354128.78198958,2742.30944264962,0.55784660123648,1551.362489,4254316.00255712,0
"LIC",2029,2.6,"CVD secondary prevention",255536839.447477,655047309.067399,399510469.619922,98800.1109791607,4244146.12436431,3620413.94869346,623732.17567085,0.55784660123648,1551.362489,967634700.518116,0
"LIC",2029,2.7,"Heart failure chronic treatment",26283902.2542979,79649404.047029,53365501.792731,70301.9964325371,4435280.51718467,3918401.32196188,516879.19522279,0.55784660123648,1551.362489,801866994.813144,0
"LIC",2029,2.9,"Alcohol use screening/brief intervention",2077798.24065015,145707226.252746,143629428.012095,1459.38654253479,1287311.55963563,1229231.88589812,58079.6737375114,0.55784660123648,1551.362489,90102627.2097336,0
"LIC",2029,3.1,"Medical management of ACS",39640327.9446373,196929718.363064,157289390.418427,48280.1220009126,3356871.09143222,3045437.40539576,311433.68603647,0.55784660123648,1551.362489,483146538.327983,0
"LIC",2029,3.2,"Heart failure acute treatment",73746498.9928205,506796580.797946,433050081.805126,169401.975101134,4435280.51718467,3212027.38062048,1223253.13656419,0.55784660123648,1551.362489,1897709030.61728,0
"LIC",2029,3.3,"Cervical cancer screening and treatment",13676500.6292477,130073109.081546,116396608.452298,24119.8610463471,794465.057418385,499414.197478071,295050.859940314,0.55784660123648,1551.362489,457730836.458596,0
"LIC",2029,3.4,"Asthma/COPD acute treatment",62371913.5079824,477897840.04921,415525926.541228,42655.6134005129,2011445.81725023,1492140.44290752,519305.374342715,0.55784660123648,1551.362489,805630878.091391,0
"LIC",2029,3.6,"Management of bowel obstruction",1537335.29422027,77840129.8411728,76302794.5469525,10596.2455926618,515258.368213595,343029.597715906,172228.770497688,0.55784660123648,1551.362489,267189254.076703,0
"LIC",2029,3.7,"Management of appendicitis",240395.689197442,11371653.2142262,11131257.5250287,1587.46666831608,106589.496857597,69900.0951857511,36689.4016718461,0.55784660123648,1551.362489,56918561.4975559,0
"LIC",2029,3.8,"Repair of hernias",7137271.91537923,391136438.97395,383999167.058571,7374.8080659718,581204.939861307,374263.049494242,206941.890367065,0.55784660123648,1551.362489,321041886.118215,0
"LIC",2029,3.9,"Repair of gastrointestinal perforations",34588.4229670184,1772130.88438096,1737542.46141394,393.978112181463,253910.673561895,249097.039512183,4813.6340497118,0.55784660123648,1551.362489,7467691.30049605,0
"LIC",2029,4.1,NA,NA,NA,NA,4305.45833774783,3356871.09143222,3323997.81435128,32873.2770809449,0.55784660123648,1551.362489,50998368.9538813,0
"LIC",2029,4.2,"Management of acute ventilatory failure",2726517.09161268,23985004.1914314,21258487.0998187,484.206974309079,2011445.81725023,2006439.13497886,5006.6822713783,0.55784660123648,1551.362489,7767179.07015761,0
"LIC",2029,4.3,"Treatment of early-stage breast cancer",116017.1935812,1073858.46183303,957841.268251826,2051.86180378178,941963.2438139,915161.29781537,26801.9459985301,0.55784660123648,1551.362489,41579533.6543232,0
"LIC",2029,4.4,"Treatment of early-stage colorectal cancer",967340.325055347,9471015.18040481,8503674.85534946,1180.3789854348,352976.758290671,341462.986384339,11513.7719063322,0.55784660123648,1551.362489,17862033.8423858,0
"LIC",2029,5.1,"Tobacco tax",71294.4593446541,394439.470427147,323145.011082493,27155.6554885664,12480168.4072378,12305154.9614796,175013.445758159,0.55784660123648,1551.362489,271509294.819843,2443583.65337859
"LIC",2029,5.2,"Alcohol tax",196459.001396895,310714.12875632,114255.127359425,1159.52752966281,4520353.75822305,4511256.07884848,9097.67937456744,0.55784660123648,1551.362489,14113798.5186529,127024.186667876
"LIC",2029,5.3,"Tobacco policy",160805.093191437,362555.2435853,201750.150393864,5858.35078847273,12480168.4072378,12438791.3886276,41377.018610147,0.55784660123648,1551.362489,64190754.578437,577716.791205933
"LIC",2029,5.4,"Alcohol policy",118914.817167878,277567.650574184,158652.833406306,3832.22823691208,4520353.75822305,4489268.99447952,31084.763743528,0.55784660123648,1551.362489,48223736.4511366,434013.62806023
"LIC",2029,5.5,"Salt policy",0,9331125.79950798,9331125.79950798,6961.22172550067,6877796.70727086,6832352.04561696,45444.6616539038,0.55784660123648,1551.362489,70501143.415163,70501.143415163
"LIC",2029,5.6,"Trans fat policy",611392.708432368,4752150.5065749,4140757.79814253,4804.66777139698,3356871.09143222,3323383.71439048,33487.3770417461,0.55784660123648,1551.362489,51951060.5975647,51951.0605975647
"LIC",2030,1.1,"IDU harm reduction measures",108596.72672396,8687816.28805203,8579219.56132807,1081.90459463776,898393.833912344,811299.757943259,87094.0759690851,0.513218873137562,1664.745928,144989508.322457,0
"LIC",2030,1.2,"Pulmonary rehabilitation",838174.55642936,2249942.91366827,1411768.35723891,1808.11553102727,1029019.6241805,1013631.62510472,15387.9990757864,0.513218873137562,1664.745928,25617108.8014831,0
"LIC",2030,2.1,"Depression chronic treatment",9602753.78634144,31108423.3752612,21505669.5889197,805.140934116153,2809312.54169899,2718846.98784127,90465.5538577246,0.513218873137562,1664.745928,150602162.408912,0
"LIC",2030,2.11,"Bipolar disorder chronic treatment",10226896.9377845,221122121.92602,210895224.988235,21.5767306435182,310791.626088175,265677.015518253,45114.6105699225,0.513218873137562,1664.745928,75104364.2395843,0
"LIC",2030,2.12,"Schizophrenia chronic treatment",26879624.0667703,74403863.8308731,47524239.7641028,7.24090976583284,286415.812277338,258063.185859339,28352.6264179985,0.513218873137562,1664.745928,47199919.3774683,0
"LIC",2030,2.13,"Epilepsy acute and chronic treatment",5531014.08969779,42567382.8689762,37036368.7792784,4369.8179239461,881365.5741353,524493.927364091,356871.646771209,0.513218873137562,1664.745928,594100620.781025,0
"LIC",2030,2.14,"Asthma/COPD chronic treatment",97952966.7442252,320732152.213381,222779185.469156,3897.90448764185,847147.723761642,779933.432966315,67214.2907953273,0.513218873137562,1664.745928,111894716.904929,0
"LIC",2030,2.3,"Diabetes screening and treatment",474955844.620455,1292628384.61296,817672539.992509,19310.8306530483,5649177.69945319,5375758.28741291,273419.412040278,0.513218873137562,1664.745928,455173852.830208,0
"LIC",2030,2.4,"CVD primary prevention",133867446.709683,418878268.370949,285010821.661266,189001.938254875,6503837.99112467,5351937.13516774,1151900.85595693,0.513218873137562,1664.745928,1917622259.41401,0
"LIC",2030,2.5,"Aspirin for suspected ACS",59966.702724486,175333.022666367,115366.319941881,520.550820699419,3184895.31847292,3181860.88633137,3034.43214155538,0.513218873137562,1664.745928,5051558.55144664,0
"LIC",2030,2.6,"CVD secondary prevention",243773626.773817,680146789.149044,436373162.375227,113468.56196733,4028165.89662539,3338066.89764083,690098.998984556,0.513218873137562,1664.745928,1148839498.47642,0
"LIC",2030,2.7,"Heart failure chronic treatment",25007356.3405509,83133110.8491085,58125754.5085577,79621.3177053533,4203625.18579938,3639552.02265559,564073.163143788,0.513218873137562,1664.745928,939038501.437701,0
"LIC",2030,2.9,"Alcohol use screening/brief intervention",1970699.02256406,157658208.512483,155687509.489919,1687.89678984818,1208120.15156077,1144295.10388226,63825.0476785128,0.513218873137562,1664.745928,106252488.22721,0
"LIC",2030,3.1,"Medical management of ACS",37878909.0179969,209422338.841588,171543429.823591,55345.5667854084,3184895.31847292,2840604.14769132,344291.170781604,0.513218873137562,1664.745928,573157324.605028,0
"LIC",2030,3.2,"Heart failure acute treatment",70382255.3617568,542769767.832535,472387512.470778,187537.794505858,4203625.18579938,2893561.43218843,1310063.75361094,0.513218873137562,1664.745928,2180923299.24422,0
"LIC",2030,3.3,"Cervical cancer screening and treatment",12962359.7107965,139150439.828936,126188080.118139,28543.0765615558,765426.610040055,433911.216403016,331515.393637039,0.513218873137562,1664.745928,551888901.626577,0
"LIC",2030,3.4,"Asthma/COPD acute treatment",58700696.0265096,506029202.249629,447328506.223119,47383.2910095257,1876167.34794215,1318204.47555553,557962.872386613,0.513218873137562,1664.745928,928866419.780797,0
"LIC",2030,3.6,"Management of bowel obstruction",1454044.07622874,84002575.2796734,82548531.2034447,12326.2015831208,488593.166185768,298057.290300745,190535.875885023,0.513218873137562,1664.745928,317193823.517505,0
"LIC",2030,3.7,"Management of appendicitis",225983.931361611,12200919.917283,11974935.9859214,1799.78608149357,97817.5632443248,58809.1774987728,39008.385745552,0.513218873137562,1664.745928,64939051.327761,0
"LIC",2030,3.8,"Repair of hernias",6749698.68564685,422319957.531297,415570258.84565,8519.89779484174,549834.604126961,323958.654909189,225875.949217773,0.513218873137562,1664.745928,376026066.693422,0
"LIC",2030,3.9,"Repair of gastrointestinal perforations",32775.3401062512,1915237.79796876,1882462.4578625,445.993602735335,235535.833639137,230326.422971278,5209.4106678594,0.513218873137562,1664.745928,8672345.19659869,0
"LIC",2030,4.1,NA,NA,NA,NA,4977.0855931727,3184895.31847292,3148551.5230581,36343.7954148188,0.513218873137562,1664.745928,60503185.4248847,0
"LIC",2030,4.2,"Management of acute ventilatory failure",2574990.23903454,25523275.34321,22948285.1041755,546.004503206505,1876167.34794215,1870700.4741644,5466.87377774638,0.513218873137562,1664.745928,9100955.86039327,0
"LIC",2030,4.3,"Treatment of early-stage breast cancer",110722.332827638,1154698.20131199,1043975.86848435,2465.76618402457,918774.874724018,888256.690513158,30518.1842108598,0.513218873137562,1664.745928,50805022.8949828,0
"LIC",2030,4.4,"Treatment of early-stage colorectal cancer",923955.795619297,10199890.259155,9275934.46353574,1403.84379040045,342982.318619581,329921.27189337,13061.046726211,0.513218873137562,1664.745928,21743324.3528774,0
"LIC",2030,5.1,"Tobacco tax",66951.949562817,414541.186888228,347589.237325411,33296.5507853007,11816857.4157204,11608557.8903636,208299.525356856,0.513218873137562,1664.745928,346765786.642159,3120892.07977943
"LIC",2030,5.2,"Alcohol tax",184756.560070204,307682.898324016,122926.338253812,1342.53295677115,4304820.40656365,4294648.67415724,10171.7324064113,0.513218873137562,1664.745928,16933350.1042788,152400.150938509
"LIC",2030,5.3,"Tobacco policy",151244.70229667,368217.552587822,216972.850291152,7223.83307415524,11816857.4157204,11767455.754108,49401.661612462,0.513218873137562,1664.745928,82241215.00578,740170.93505202
"LIC",2030,5.4,"Alcohol policy",111674.240792131,282465.808476858,170791.567684727,4455.22891011141,4304820.40656365,4269915.08791965,34905.3186440012,0.513218873137562,1664.745928,58108487.0781435,522976.383703292
"LIC",2030,5.5,"Salt policy",0,10033143.3003953,10033143.3003953,7935.47220853345,6503837.99112467,6453944.98705119,49893.0040734857,0.513218873137562,1664.745928,83059175.3670227,83059.1753670227
"LIC",2030,5.6,"Trans fat policy",574742.709323516,5027484.20782903,4452741.49850552,5514.96487958107,3184895.31847292,3147887.96760803,37007.3508648903,0.513218873137562,1664.745928,61607836.6583934,61607.8366583934
"LMIC",2022,1.1,"IDU harm reduction measures",3002641.11293964,3002641.11293964,0,0,7534819.9106257,7534819.9106257,0,1,4082.016638,0,0
"LMIC",2022,1.2,"Pulmonary rehabilitation",42926253.2044669,42926253.2044669,0,0,19152271.8139637,19152271.8139637,0,1,4082.016638,0,0
"LMIC",2022,2.1,"Depression chronic treatment",110096210.371553,110096210.371553,0,0,31986142.8866721,31986142.8866721,0,1,4082.016638,0,0
"LMIC",2022,2.11,"Bipolar disorder chronic treatment",200014276.620341,200014276.620341,0,0,3538736.80517881,3538736.80517881,0,1,4082.016638,0,0
"LMIC",2022,2.12,"Schizophrenia chronic treatment",1053578975.98961,1053578975.98961,0,0,3261301.42946926,3261301.42946926,0,1,4082.016638,0,0
"LMIC",2022,2.13,"Epilepsy acute and chronic treatment",426731089.581323,426731089.581323,0,0,5288088.76267441,5288088.76267441,0,1,4082.016638,0,0
"LMIC",2022,2.14,"Asthma/COPD chronic treatment",1219910816.99094,1219910816.99094,0,0,7154719.7103047,7154719.7103047,0,1,4082.016638,0,0
"LMIC",2022,2.3,"Diabetes screening and treatment",17327209019.4657,17327209019.4657,0,0,69591948.7281574,69591948.7281574,0,1,4082.016638,0,0
"LMIC",2022,2.4,"CVD primary prevention",2804191302.97765,2804191302.97765,0,0,77637215.8715063,77637215.8715063,0,1,4082.016638,0,0
"LMIC",2022,2.5,"Aspirin for suspected ACS",2250941.68742852,2250941.68742852,0,0,46163662.768027,46163662.768027,0,1,4082.016638,0,0
"LMIC",2022,2.6,"CVD secondary prevention",5836936287.171,5836936287.171,0,0,55366279.5320765,55366279.5320765,0,1,4082.016638,0,0
"LMIC",2022,2.7,"Heart failure chronic treatment",377400501.084972,377400501.084972,0,0,52329534.9393523,52329534.9393523,0,1,4082.016638,0,0
"LMIC",2022,2.9,"Alcohol use screening/brief intervention",22207005.044419,22207005.044419,0,0,13139761.9712445,13139761.9712445,0,1,4082.016638,0,0
